Injection,Layer,TensorIndex,Bit
44,conv2d_1,"(0, 1, 13, 4)",29
45,conv2d_1,"(1, 2, 2, 7)",6
46,conv2d_1,"(0, 0, 0, 1)",10
47,conv2d_1,"(1, 0, 15, 13)",25
48,conv2d_1,"(1, 0, 5, 1)",24
49,conv2d_1,"(1, 1, 14, 8)",31
50,conv2d_1,"(1, 0, 6, 4)",3
51,conv2d_1,"(0, 0, 10, 1)",30
52,conv2d_1,"(2, 0, 1, 5)",11
53,conv2d_1,"(2, 0, 2, 2)",25
54,conv2d_1,"(2, 2, 7, 3)",2
55,conv2d_1,"(2, 2, 13, 2)",20
56,conv2d_1,"(2, 2, 6, 8)",20
57,conv2d_1,"(1, 0, 8, 7)",19
58,conv2d_1,"(0, 0, 10, 14)",29
59,conv2d_1,"(2, 0, 2, 3)",16
60,conv2d_1,"(0, 0, 11, 4)",23
61,conv2d_1,"(1, 2, 5, 9)",19
62,conv2d_1,"(2, 0, 9, 0)",8
63,conv2d_1,"(0, 2, 3, 8)",9
64,conv2d_1,"(2, 0, 9, 8)",21
65,conv2d_1,"(2, 1, 8, 6)",16
66,conv2d_1,"(2, 1, 2, 1)",17
67,conv2d_1,"(1, 0, 0, 1)",16
68,conv2d_1,"(2, 2, 14, 5)",27
69,conv2d_2,"(0, 2, 3, 0)",9
70,conv2d_2,"(2, 2, 11, 1)",9
71,conv2d_2,"(0, 1, 4, 13)",23
72,conv2d_2,"(0, 2, 11, 1)",15
73,conv2d_2,"(2, 1, 11, 3)",9
74,conv2d_2,"(0, 1, 5, 7)",1
75,conv2d_2,"(1, 2, 10, 5)",15
76,conv2d_2,"(2, 0, 5, 8)",24
77,conv2d_2,"(0, 0, 15, 1)",29
78,conv2d_2,"(0, 0, 9, 11)",1
79,conv2d_2,"(1, 1, 12, 6)",4
80,conv2d_2,"(2, 2, 11, 8)",25
81,conv2d_2,"(0, 1, 0, 10)",11
82,conv2d_2,"(0, 2, 1, 8)",27
83,conv2d_2,"(1, 2, 10, 11)",7
84,conv2d_2,"(1, 0, 6, 12)",27
85,conv2d_2,"(1, 1, 6, 0)",4
86,conv2d_2,"(2, 0, 10, 10)",19
87,conv2d_2,"(1, 1, 13, 9)",18
88,conv2d_2,"(1, 2, 6, 4)",24
89,conv2d_2,"(1, 2, 9, 5)",0
90,conv2d_2,"(0, 1, 9, 9)",20
91,conv2d_2,"(1, 2, 14, 14)",13
92,conv2d_2,"(2, 0, 5, 15)",18
93,conv2d_2,"(0, 2, 2, 10)",19
94,conv2d_2,"(0, 0, 6, 7)",2
95,conv2d_2,"(2, 0, 15, 7)",29
96,conv2d_2,"(2, 2, 6, 13)",24
97,conv2d_2,"(0, 0, 12, 15)",0
98,conv2d_2,"(0, 0, 13, 3)",29
99,conv2d_2,"(0, 1, 7, 1)",8
100,conv2d_2,"(1, 2, 10, 14)",27
101,conv2d_2,"(2, 1, 5, 14)",28
102,conv2d_2,"(2, 1, 7, 8)",31
103,conv2d_2,"(1, 0, 8, 7)",18
104,conv2d_2,"(1, 1, 8, 7)",5
105,conv2d_2,"(0, 1, 4, 4)",9
106,conv2d_2,"(1, 1, 2, 6)",21
107,conv2d_2,"(0, 0, 13, 14)",26
108,conv2d_2,"(2, 1, 0, 12)",30
109,conv2d_2,"(1, 1, 11, 0)",26
110,conv2d_2,"(0, 1, 15, 7)",27
111,conv2d_2,"(1, 1, 0, 15)",25
112,conv2d_2,"(0, 2, 14, 5)",1
113,conv2d_2,"(0, 2, 0, 12)",27
114,conv2d_2,"(0, 0, 14, 4)",16
115,conv2d_2,"(0, 1, 10, 12)",20
116,conv2d_2,"(1, 1, 12, 10)",16
117,conv2d_2,"(0, 2, 15, 2)",3
118,conv2d_2,"(2, 0, 7, 11)",2
119,conv2d_2,"(0, 0, 7, 0)",9
120,conv2d_2,"(1, 2, 4, 7)",7
121,conv2d_2,"(2, 1, 14, 6)",23
122,conv2d_2,"(0, 1, 3, 5)",6
123,conv2d_2,"(2, 2, 9, 0)",24
124,conv2d_2,"(0, 2, 6, 12)",15
125,conv2d_2,"(2, 2, 9, 3)",7
126,conv2d_2,"(2, 1, 11, 1)",23
127,conv2d_3,"(0, 1, 10, 2)",31
128,conv2d_3,"(1, 2, 13, 3)",29
129,conv2d_3,"(0, 2, 13, 4)",17
130,conv2d_3,"(1, 2, 14, 15)",17
131,conv2d_3,"(0, 1, 7, 10)",28
132,conv2d_3,"(2, 2, 14, 7)",24
133,conv2d_3,"(1, 1, 0, 10)",11
134,conv2d_3,"(1, 1, 6, 15)",21
135,conv2d_3,"(2, 0, 8, 8)",12
136,conv2d_3,"(2, 1, 7, 2)",31
137,conv2d_3,"(2, 2, 15, 7)",31
138,conv2d_3,"(0, 1, 0, 14)",14
139,conv2d_3,"(1, 2, 7, 12)",23
140,conv2d_3,"(1, 2, 11, 15)",21
141,conv2d_3,"(1, 1, 14, 11)",16
142,conv2d_3,"(2, 0, 3, 7)",20
143,conv2d_3,"(0, 0, 5, 3)",30
144,conv2d_3,"(0, 0, 9, 8)",18
145,conv2d_3,"(0, 1, 11, 7)",0
146,conv2d_3,"(0, 0, 8, 4)",18
147,conv2d_3,"(0, 0, 15, 4)",18
148,conv2d_3,"(1, 1, 15, 15)",11
149,conv2d_3,"(1, 0, 8, 1)",4
150,conv2d_3,"(0, 2, 15, 12)",3
151,conv2d_3,"(2, 1, 4, 4)",5
152,conv2d_3,"(2, 1, 3, 7)",14
153,conv2d_3,"(1, 1, 14, 12)",27
154,conv2d_3,"(2, 2, 1, 9)",6
155,conv2d_3,"(1, 2, 6, 6)",5
156,conv2d_3,"(0, 2, 7, 5)",4
157,conv2d_3,"(1, 1, 0, 5)",30
158,conv2d_3,"(0, 1, 1, 9)",18
159,conv2d_3,"(2, 0, 2, 14)",16
160,conv2d_3,"(0, 2, 13, 6)",14
161,conv2d_3,"(0, 0, 8, 4)",3
162,conv2d_3,"(2, 2, 9, 5)",18
163,conv2d_3,"(1, 2, 3, 14)",19
164,conv2d_3,"(2, 2, 8, 12)",31
165,conv2d_3,"(2, 0, 2, 14)",27
166,conv2d_3,"(0, 0, 8, 10)",14
167,conv2d_3,"(2, 0, 8, 0)",11
168,conv2d_3,"(1, 0, 14, 15)",27
169,conv2d_3,"(1, 1, 2, 15)",26
170,conv2d_3,"(2, 0, 10, 10)",10
171,conv2d_3,"(2, 1, 13, 10)",18
172,conv2d_3,"(1, 0, 1, 12)",20
173,conv2d_3,"(0, 1, 10, 8)",0
174,conv2d_3,"(0, 0, 13, 14)",23
175,conv2d_3,"(0, 0, 14, 15)",17
176,conv2d_3,"(1, 2, 9, 4)",31
177,conv2d_3,"(2, 2, 0, 3)",15
178,conv2d_3,"(2, 0, 9, 5)",26
179,conv2d_3,"(0, 1, 7, 2)",7
180,conv2d_3,"(2, 1, 15, 4)",17
181,conv2d_3,"(1, 0, 15, 13)",29
182,conv2d_3,"(0, 2, 12, 4)",8
183,conv2d_3,"(1, 1, 8, 2)",17
184,conv2d_3,"(2, 1, 9, 0)",31
185,conv2d_4,"(2, 1, 14, 4)",22
186,conv2d_4,"(1, 1, 12, 10)",12
187,conv2d_4,"(0, 1, 12, 7)",2
188,conv2d_4,"(2, 1, 15, 10)",24
189,conv2d_4,"(0, 0, 15, 4)",21
190,conv2d_4,"(0, 2, 14, 3)",29
191,conv2d_4,"(1, 2, 4, 0)",9
192,conv2d_4,"(1, 1, 15, 2)",25
193,conv2d_4,"(2, 2, 10, 2)",24
194,conv2d_4,"(2, 0, 15, 10)",4
195,conv2d_4,"(0, 2, 9, 7)",5
196,conv2d_4,"(2, 2, 3, 13)",6
197,conv2d_4,"(2, 1, 5, 14)",1
198,conv2d_4,"(0, 1, 10, 1)",22
199,conv2d_4,"(0, 0, 13, 11)",26
200,conv2d_4,"(0, 0, 5, 5)",24
201,conv2d_4,"(2, 0, 15, 7)",14
202,conv2d_4,"(1, 1, 8, 14)",0
203,conv2d_4,"(2, 2, 9, 14)",10
204,conv2d_4,"(1, 2, 14, 2)",19
205,conv2d_4,"(1, 1, 8, 13)",12
206,conv2d_4,"(0, 0, 15, 12)",24
207,conv2d_4,"(2, 1, 9, 11)",1
208,conv2d_4,"(0, 2, 8, 12)",3
209,conv2d_4,"(0, 2, 9, 15)",22
210,conv2d_4,"(2, 1, 6, 7)",8
211,conv2d_4,"(1, 1, 1, 3)",2
212,conv2d_4,"(0, 1, 4, 11)",20
213,conv2d_4,"(0, 0, 5, 13)",23
214,conv2d_4,"(1, 1, 5, 8)",18
215,conv2d_4,"(1, 0, 3, 10)",9
216,conv2d_4,"(2, 1, 12, 7)",5
217,conv2d_4,"(1, 2, 0, 12)",7
218,conv2d_4,"(2, 2, 11, 14)",16
219,conv2d_4,"(0, 2, 11, 12)",14
220,conv2d_4,"(2, 2, 0, 15)",20
221,conv2d_4,"(2, 1, 2, 7)",19
222,conv2d_4,"(0, 0, 3, 13)",2
223,conv2d_4,"(0, 0, 15, 9)",15
224,conv2d_4,"(1, 1, 12, 4)",26
225,conv2d_4,"(2, 0, 13, 4)",31
226,conv2d_4,"(0, 2, 8, 13)",23
227,conv2d_4,"(1, 0, 14, 6)",23
228,conv2d_4,"(2, 2, 11, 3)",22
229,conv2d_4,"(1, 0, 12, 1)",7
230,conv2d_4,"(2, 0, 2, 14)",1
231,conv2d_4,"(0, 0, 10, 1)",13
232,conv2d_4,"(2, 0, 6, 2)",14
233,conv2d_4,"(2, 0, 4, 10)",17
234,conv2d_4,"(2, 1, 4, 4)",11
235,conv2d_4,"(0, 0, 0, 3)",22
236,conv2d_4,"(0, 0, 10, 7)",16
237,conv2d_4,"(2, 1, 4, 1)",7
238,conv2d_4,"(1, 1, 15, 2)",6
239,conv2d_4,"(2, 0, 7, 14)",19
240,conv2d_4,"(0, 1, 0, 14)",25
241,conv2d_4,"(1, 2, 3, 13)",28
242,conv2d_4,"(1, 2, 2, 2)",9
243,conv2d_5,"(1, 2, 4, 2)",20
244,conv2d_5,"(1, 2, 9, 12)",27
245,conv2d_5,"(2, 2, 3, 3)",13
246,conv2d_5,"(0, 1, 14, 13)",21
247,conv2d_5,"(1, 2, 12, 14)",6
248,conv2d_5,"(1, 2, 13, 10)",16
249,conv2d_5,"(2, 1, 4, 11)",4
250,conv2d_5,"(0, 1, 2, 2)",6
251,conv2d_5,"(2, 0, 4, 11)",21
252,conv2d_5,"(1, 2, 13, 3)",27
253,conv2d_5,"(2, 1, 9, 1)",22
254,conv2d_5,"(0, 2, 6, 3)",30
255,conv2d_5,"(1, 2, 3, 7)",23
256,conv2d_5,"(2, 0, 8, 3)",27
257,conv2d_5,"(0, 0, 8, 0)",17
258,conv2d_5,"(1, 0, 10, 9)",11
259,conv2d_5,"(0, 0, 12, 4)",1
260,conv2d_5,"(1, 1, 6, 2)",29
261,conv2d_5,"(1, 1, 5, 10)",20
262,conv2d_5,"(0, 0, 1, 2)",3
263,conv2d_5,"(1, 2, 8, 2)",27
264,conv2d_5,"(1, 1, 14, 15)",13
265,conv2d_5,"(1, 0, 11, 3)",18
266,conv2d_5,"(0, 0, 9, 15)",25
267,conv2d_5,"(0, 1, 0, 1)",13
268,conv2d_5,"(1, 1, 8, 4)",7
269,conv2d_5,"(2, 1, 15, 0)",11
270,conv2d_5,"(2, 2, 12, 4)",14
271,conv2d_5,"(1, 2, 2, 11)",2
272,conv2d_5,"(1, 0, 0, 13)",20
273,conv2d_5,"(2, 2, 12, 13)",26
274,conv2d_5,"(1, 0, 3, 9)",20
275,conv2d_5,"(2, 1, 14, 5)",5
276,conv2d_5,"(0, 1, 3, 13)",25
277,conv2d_5,"(1, 2, 12, 2)",21
278,conv2d_5,"(0, 0, 10, 7)",7
279,conv2d_5,"(1, 2, 11, 6)",9
280,conv2d_5,"(0, 1, 3, 7)",12
281,conv2d_5,"(2, 0, 4, 5)",11
282,conv2d_5,"(2, 2, 14, 15)",28
283,conv2d_5,"(0, 1, 10, 10)",4
284,conv2d_5,"(2, 1, 14, 15)",17
285,conv2d_5,"(2, 0, 11, 1)",19
286,conv2d_5,"(0, 0, 14, 14)",23
287,conv2d_5,"(2, 0, 2, 9)",24
288,conv2d_5,"(1, 2, 1, 14)",12
289,conv2d_5,"(2, 0, 15, 10)",3
290,conv2d_5,"(1, 2, 3, 14)",5
291,conv2d_5,"(0, 2, 1, 5)",28
292,conv2d_5,"(1, 1, 5, 14)",18
293,conv2d_5,"(1, 2, 13, 12)",3
294,conv2d_5,"(1, 0, 2, 10)",24
295,conv2d_5,"(2, 2, 8, 9)",9
296,conv2d_5,"(2, 2, 2, 10)",9
297,conv2d_5,"(2, 2, 9, 11)",25
298,conv2d_5,"(1, 2, 2, 4)",24
299,conv2d_5,"(2, 2, 4, 10)",5
300,conv2d_5,"(0, 1, 11, 13)",19
301,conv2d_6,"(1, 1, 6, 5)",12
302,conv2d_6,"(0, 0, 4, 7)",18
303,conv2d_6,"(2, 1, 1, 3)",8
304,conv2d_6,"(0, 0, 4, 12)",10
305,conv2d_6,"(1, 1, 1, 14)",15
306,conv2d_6,"(2, 1, 9, 14)",14
307,conv2d_6,"(1, 0, 9, 7)",23
308,conv2d_6,"(1, 1, 14, 14)",26
309,conv2d_6,"(2, 0, 6, 5)",16
310,conv2d_6,"(1, 2, 15, 1)",6
311,conv2d_6,"(0, 0, 9, 3)",17
312,conv2d_6,"(1, 0, 4, 14)",14
313,conv2d_6,"(0, 1, 11, 14)",3
314,conv2d_6,"(0, 1, 11, 12)",5
315,conv2d_6,"(0, 1, 7, 11)",6
316,conv2d_6,"(0, 0, 4, 10)",18
317,conv2d_6,"(2, 1, 4, 15)",28
318,conv2d_6,"(0, 1, 2, 0)",13
319,conv2d_6,"(0, 1, 13, 4)",15
320,conv2d_6,"(0, 0, 3, 9)",26
321,conv2d_6,"(0, 1, 2, 14)",1
322,conv2d_6,"(1, 1, 4, 7)",0
323,conv2d_6,"(2, 1, 7, 11)",11
324,conv2d_6,"(0, 2, 11, 2)",1
325,conv2d_6,"(0, 2, 15, 12)",24
326,conv2d_6,"(2, 0, 8, 11)",22
327,conv2d_6,"(0, 2, 11, 2)",6
328,conv2d_6,"(0, 1, 4, 10)",21
329,conv2d_6,"(2, 1, 14, 5)",11
330,conv2d_6,"(2, 1, 2, 4)",2
331,conv2d_6,"(0, 0, 6, 9)",2
332,conv2d_6,"(2, 1, 9, 10)",30
333,conv2d_6,"(2, 0, 1, 8)",18
334,conv2d_6,"(2, 1, 1, 11)",17
335,conv2d_6,"(1, 1, 11, 3)",28
336,conv2d_6,"(0, 1, 10, 12)",31
337,conv2d_6,"(0, 2, 8, 11)",27
338,conv2d_6,"(2, 0, 13, 2)",18
339,conv2d_6,"(0, 1, 3, 10)",18
340,conv2d_6,"(2, 2, 14, 9)",27
341,conv2d_6,"(1, 1, 14, 5)",2
342,conv2d_6,"(1, 2, 13, 11)",3
343,conv2d_6,"(1, 2, 12, 2)",10
344,conv2d_6,"(2, 2, 4, 0)",28
345,conv2d_6,"(0, 0, 4, 1)",23
346,conv2d_6,"(2, 0, 12, 11)",9
347,conv2d_6,"(1, 1, 11, 14)",4
348,conv2d_6,"(1, 1, 11, 4)",17
349,conv2d_6,"(0, 2, 3, 7)",11
350,conv2d_6,"(2, 0, 12, 15)",16
351,conv2d_6,"(0, 2, 14, 8)",18
352,conv2d_6,"(0, 0, 6, 15)",4
353,conv2d_6,"(2, 1, 5, 14)",5
354,conv2d_6,"(2, 0, 11, 10)",18
355,conv2d_6,"(2, 2, 5, 9)",11
356,conv2d_6,"(0, 0, 7, 11)",8
357,conv2d_6,"(0, 1, 15, 7)",23
358,conv2d_6,"(2, 0, 4, 14)",4
359,conv2d_7,"(2, 2, 12, 9)",30
360,conv2d_7,"(2, 0, 13, 13)",8
361,conv2d_7,"(1, 1, 2, 10)",22
362,conv2d_7,"(0, 1, 5, 4)",3
363,conv2d_7,"(1, 0, 4, 3)",10
364,conv2d_7,"(1, 2, 7, 10)",18
365,conv2d_7,"(0, 2, 8, 2)",17
366,conv2d_7,"(2, 2, 9, 4)",5
367,conv2d_7,"(0, 2, 4, 5)",21
368,conv2d_7,"(0, 0, 0, 1)",16
369,conv2d_7,"(2, 2, 13, 6)",1
370,conv2d_7,"(2, 1, 9, 15)",30
371,conv2d_7,"(1, 1, 12, 7)",4
372,conv2d_7,"(1, 1, 5, 1)",30
373,conv2d_7,"(1, 2, 6, 14)",9
374,conv2d_7,"(2, 1, 10, 10)",25
375,conv2d_7,"(2, 2, 11, 4)",6
376,conv2d_7,"(1, 0, 7, 10)",17
377,conv2d_7,"(0, 0, 7, 14)",3
378,conv2d_7,"(2, 1, 12, 9)",15
379,conv2d_7,"(2, 2, 10, 5)",20
380,conv2d_7,"(1, 2, 5, 6)",29
381,conv2d_7,"(1, 0, 9, 15)",5
382,conv2d_7,"(0, 0, 14, 12)",22
383,conv2d_7,"(1, 1, 1, 1)",30
384,conv2d_7,"(0, 1, 0, 9)",8
385,conv2d_7,"(1, 1, 11, 8)",2
386,conv2d_7,"(2, 2, 1, 12)",12
387,conv2d_7,"(0, 1, 9, 11)",28
388,conv2d_7,"(0, 0, 3, 8)",25
389,conv2d_7,"(2, 1, 10, 11)",9
390,conv2d_7,"(2, 0, 12, 6)",2
391,conv2d_7,"(2, 1, 4, 1)",30
392,conv2d_7,"(2, 2, 4, 14)",8
393,conv2d_7,"(0, 1, 10, 10)",19
394,conv2d_7,"(2, 2, 15, 10)",19
395,conv2d_7,"(1, 1, 0, 15)",7
396,conv2d_7,"(2, 2, 9, 13)",1
397,conv2d_7,"(2, 2, 8, 15)",14
398,conv2d_7,"(0, 2, 15, 1)",24
399,conv2d_7,"(0, 2, 7, 4)",7
400,conv2d_7,"(1, 1, 0, 6)",26
401,conv2d_7,"(2, 0, 13, 4)",26
402,conv2d_7,"(2, 0, 1, 15)",13
403,conv2d_7,"(2, 1, 15, 10)",20
404,conv2d_7,"(2, 1, 14, 5)",22
405,conv2d_7,"(0, 0, 15, 8)",17
406,conv2d_7,"(1, 1, 7, 9)",13
407,conv2d_7,"(1, 1, 10, 15)",17
408,conv2d_7,"(2, 2, 3, 9)",24
409,conv2d_7,"(0, 1, 11, 12)",2
410,conv2d_7,"(1, 1, 2, 9)",16
411,conv2d_7,"(0, 2, 6, 15)",17
412,conv2d_7,"(0, 2, 4, 8)",15
413,conv2d_7,"(2, 2, 1, 7)",14
414,conv2d_7,"(0, 1, 1, 7)",21
415,conv2d_7,"(2, 0, 3, 15)",0
416,conv2d_7,"(2, 1, 13, 5)",30
417,conv2d_8,"(1, 1, 9, 6)",3
418,conv2d_8,"(2, 2, 7, 2)",2
419,conv2d_8,"(0, 0, 13, 5)",25
420,conv2d_8,"(2, 1, 5, 15)",2
421,conv2d_8,"(2, 2, 9, 0)",6
422,conv2d_8,"(1, 2, 9, 10)",31
423,conv2d_8,"(1, 0, 14, 4)",7
424,conv2d_8,"(2, 1, 5, 10)",16
425,conv2d_8,"(2, 1, 0, 5)",18
426,conv2d_8,"(2, 2, 5, 6)",25
427,conv2d_8,"(0, 1, 10, 13)",6
428,conv2d_8,"(1, 1, 4, 5)",15
429,conv2d_8,"(1, 0, 8, 0)",28
430,conv2d_8,"(1, 2, 10, 8)",0
431,conv2d_8,"(2, 0, 11, 8)",3
432,conv2d_8,"(1, 0, 14, 3)",25
433,conv2d_8,"(2, 1, 3, 9)",23
434,conv2d_8,"(0, 1, 7, 7)",9
435,conv2d_8,"(1, 2, 11, 14)",30
436,conv2d_8,"(2, 2, 7, 6)",5
437,conv2d_8,"(0, 2, 11, 14)",7
438,conv2d_8,"(2, 2, 6, 1)",9
439,conv2d_8,"(2, 1, 10, 5)",7
440,conv2d_8,"(0, 2, 15, 6)",28
441,conv2d_8,"(0, 2, 14, 1)",26
442,conv2d_8,"(2, 1, 1, 14)",19
443,conv2d_8,"(1, 0, 12, 0)",13
444,conv2d_8,"(1, 1, 1, 2)",4
445,conv2d_8,"(1, 0, 2, 1)",18
446,conv2d_8,"(0, 2, 5, 13)",26
447,conv2d_8,"(1, 1, 12, 11)",24
448,conv2d_8,"(2, 1, 4, 2)",7
449,conv2d_8,"(2, 0, 12, 5)",14
450,conv2d_8,"(1, 1, 0, 0)",27
451,conv2d_8,"(0, 1, 7, 12)",22
452,conv2d_8,"(0, 2, 8, 4)",7
453,conv2d_8,"(2, 0, 13, 1)",15
454,conv2d_8,"(0, 2, 2, 6)",2
455,conv2d_8,"(0, 2, 1, 14)",2
456,conv2d_8,"(0, 2, 14, 12)",13
457,conv2d_8,"(2, 1, 4, 1)",14
458,conv2d_8,"(0, 1, 10, 10)",9
459,conv2d_8,"(1, 1, 13, 7)",3
460,conv2d_8,"(2, 1, 13, 5)",3
461,conv2d_8,"(2, 1, 12, 11)",26
462,conv2d_8,"(1, 1, 4, 13)",11
463,conv2d_8,"(0, 1, 7, 15)",9
464,conv2d_8,"(2, 1, 1, 14)",26
465,conv2d_8,"(0, 1, 12, 4)",13
466,conv2d_8,"(1, 1, 2, 10)",5
467,conv2d_8,"(1, 1, 1, 6)",2
468,conv2d_8,"(2, 2, 6, 2)",13
469,conv2d_8,"(1, 1, 6, 15)",0
470,conv2d_8,"(2, 0, 6, 6)",30
471,conv2d_8,"(1, 0, 6, 7)",20
472,conv2d_8,"(1, 2, 12, 9)",22
473,conv2d_8,"(1, 2, 8, 9)",31
474,conv2d_8,"(2, 1, 3, 14)",20
475,conv2d_9,"(1, 1, 11, 6)",2
476,conv2d_9,"(0, 1, 4, 7)",26
477,conv2d_9,"(0, 1, 4, 9)",14
478,conv2d_9,"(1, 2, 7, 12)",21
479,conv2d_9,"(2, 2, 15, 8)",31
480,conv2d_9,"(2, 1, 5, 14)",10
481,conv2d_9,"(0, 2, 15, 4)",3
482,conv2d_9,"(2, 0, 2, 1)",0
483,conv2d_9,"(2, 0, 4, 13)",4
484,conv2d_9,"(0, 2, 0, 4)",29
485,conv2d_9,"(2, 2, 1, 11)",30
486,conv2d_9,"(0, 2, 0, 15)",26
487,conv2d_9,"(2, 2, 0, 0)",17
488,conv2d_9,"(2, 2, 0, 9)",27
489,conv2d_9,"(0, 2, 3, 5)",9
490,conv2d_9,"(2, 2, 6, 7)",16
491,conv2d_9,"(1, 0, 8, 11)",23
492,conv2d_9,"(2, 0, 14, 12)",14
493,conv2d_9,"(2, 2, 2, 9)",2
494,conv2d_9,"(1, 1, 12, 2)",30
495,conv2d_9,"(2, 0, 0, 1)",5
496,conv2d_9,"(2, 1, 13, 15)",6
497,conv2d_9,"(0, 2, 7, 1)",30
498,conv2d_9,"(0, 2, 1, 8)",17
499,conv2d_9,"(1, 0, 5, 1)",13
500,conv2d_9,"(0, 1, 12, 4)",10
501,conv2d_9,"(2, 2, 12, 7)",21
502,conv2d_9,"(2, 2, 4, 12)",5
503,conv2d_9,"(0, 1, 1, 11)",14
504,conv2d_9,"(2, 2, 10, 2)",25
505,conv2d_9,"(2, 1, 0, 10)",28
506,conv2d_9,"(1, 2, 7, 15)",24
507,conv2d_9,"(2, 2, 5, 13)",24
508,conv2d_9,"(0, 2, 9, 2)",4
509,conv2d_9,"(0, 1, 8, 2)",9
510,conv2d_9,"(1, 0, 10, 12)",5
511,conv2d_9,"(1, 1, 9, 0)",17
512,conv2d_9,"(0, 0, 4, 3)",27
513,conv2d_9,"(0, 0, 13, 14)",5
514,conv2d_9,"(2, 2, 2, 11)",20
515,conv2d_9,"(1, 1, 0, 12)",24
516,conv2d_9,"(2, 2, 7, 2)",10
517,conv2d_9,"(0, 1, 5, 12)",19
518,conv2d_9,"(0, 0, 15, 8)",10
519,conv2d_9,"(1, 1, 8, 13)",30
520,conv2d_9,"(1, 0, 11, 2)",31
521,conv2d_9,"(0, 0, 14, 6)",19
522,conv2d_9,"(1, 2, 12, 0)",24
523,conv2d_9,"(1, 1, 14, 10)",8
524,conv2d_9,"(2, 2, 10, 9)",12
525,conv2d_9,"(0, 1, 10, 15)",20
526,conv2d_9,"(2, 0, 15, 9)",20
527,conv2d_9,"(1, 1, 8, 12)",7
528,conv2d_9,"(2, 2, 5, 6)",1
529,conv2d_9,"(1, 1, 6, 14)",4
530,conv2d_9,"(0, 2, 15, 13)",19
531,conv2d_9,"(2, 0, 8, 7)",27
532,conv2d_9,"(1, 2, 2, 12)",30
533,conv2d_10,"(2, 0, 13, 12)",23
534,conv2d_10,"(0, 2, 3, 2)",22
535,conv2d_10,"(2, 2, 1, 5)",25
536,conv2d_10,"(0, 0, 13, 10)",6
537,conv2d_10,"(2, 2, 7, 8)",14
538,conv2d_10,"(1, 1, 11, 14)",9
539,conv2d_10,"(1, 0, 0, 11)",18
540,conv2d_10,"(0, 2, 2, 13)",9
541,conv2d_10,"(1, 1, 9, 11)",13
542,conv2d_10,"(1, 0, 11, 15)",28
543,conv2d_10,"(0, 1, 10, 14)",2
544,conv2d_10,"(1, 2, 0, 3)",6
545,conv2d_10,"(2, 0, 7, 5)",10
546,conv2d_10,"(1, 0, 13, 10)",25
547,conv2d_10,"(2, 2, 5, 5)",27
548,conv2d_10,"(2, 2, 0, 12)",12
549,conv2d_10,"(1, 0, 13, 14)",13
550,conv2d_10,"(2, 0, 8, 6)",6
551,conv2d_10,"(1, 0, 11, 5)",29
552,conv2d_10,"(2, 1, 8, 3)",20
553,conv2d_10,"(2, 0, 12, 12)",22
554,conv2d_10,"(2, 0, 14, 11)",19
555,conv2d_10,"(1, 0, 4, 2)",15
556,conv2d_10,"(0, 1, 3, 9)",9
557,conv2d_10,"(2, 0, 13, 12)",24
558,conv2d_10,"(1, 2, 5, 13)",11
