Injection,Layer,TensorIndex,Bit
112,features.denseblock1.denselayer1.conv2,"(24, 83, 0, 1)",20
113,features.denseblock1.denselayer2.conv1,"(86, 48, 0, 0)",16
114,features.denseblock1.denselayer2.conv1,"(20, 60, 0, 0)",22
115,features.denseblock1.denselayer2.conv1,"(57, 83, 0, 0)",1
116,features.denseblock1.denselayer2.conv1,"(63, 25, 0, 0)",15
117,features.denseblock1.denselayer2.conv1,"(32, 60, 0, 0)",29
118,features.denseblock1.denselayer2.conv1,"(65, 47, 0, 0)",10
119,features.denseblock1.denselayer2.conv1,"(79, 13, 0, 0)",24
120,features.denseblock1.denselayer2.conv1,"(101, 91, 0, 0)",15
121,features.denseblock1.denselayer2.conv1,"(26, 89, 0, 0)",2
122,features.denseblock1.denselayer2.conv1,"(88, 68, 0, 0)",4
123,features.denseblock1.denselayer2.conv1,"(87, 1, 0, 0)",6
124,features.denseblock1.denselayer2.conv1,"(110, 46, 0, 0)",27
125,features.denseblock1.denselayer2.conv1,"(45, 93, 0, 0)",29
126,features.denseblock1.denselayer2.conv1,"(111, 93, 0, 0)",15
127,features.denseblock1.denselayer2.conv1,"(22, 35, 0, 0)",29
128,features.denseblock1.denselayer2.conv1,"(97, 43, 0, 0)",20
129,features.denseblock1.denselayer2.conv1,"(46, 62, 0, 0)",16
130,features.denseblock1.denselayer2.conv1,"(87, 35, 0, 0)",12
131,features.denseblock1.denselayer2.conv1,"(21, 30, 0, 0)",15
132,features.denseblock1.denselayer2.conv1,"(121, 82, 0, 0)",1
133,features.denseblock1.denselayer2.conv1,"(23, 37, 0, 0)",15
134,features.denseblock1.denselayer2.conv1,"(78, 84, 0, 0)",22
135,features.denseblock1.denselayer2.conv1,"(108, 95, 0, 0)",29
136,features.denseblock1.denselayer2.conv1,"(69, 39, 0, 0)",7
137,features.denseblock1.denselayer2.conv1,"(49, 40, 0, 0)",12
138,features.denseblock1.denselayer2.conv1,"(55, 94, 0, 0)",18
139,features.denseblock1.denselayer2.conv1,"(25, 24, 0, 0)",23
140,features.denseblock1.denselayer2.conv1,"(45, 38, 0, 0)",17
141,features.denseblock1.denselayer2.conv1,"(11, 6, 0, 0)",31
142,features.denseblock1.denselayer2.conv1,"(26, 1, 0, 0)",30
143,features.denseblock1.denselayer2.conv2,"(28, 87, 0, 0)",16
144,features.denseblock1.denselayer2.conv2,"(30, 29, 0, 1)",31
145,features.denseblock1.denselayer2.conv2,"(4, 13, 0, 0)",19
146,features.denseblock1.denselayer2.conv2,"(5, 63, 0, 2)",26
147,features.denseblock1.denselayer2.conv2,"(14, 97, 1, 1)",19
148,features.denseblock1.denselayer2.conv2,"(27, 78, 2, 2)",3
149,features.denseblock1.denselayer2.conv2,"(6, 53, 2, 0)",16
150,features.denseblock1.denselayer2.conv2,"(5, 40, 0, 0)",4
151,features.denseblock1.denselayer2.conv2,"(10, 0, 1, 1)",30
152,features.denseblock1.denselayer2.conv2,"(18, 8, 0, 1)",18
153,features.denseblock1.denselayer2.conv2,"(29, 18, 2, 0)",16
154,features.denseblock1.denselayer2.conv2,"(12, 108, 0, 2)",14
155,features.denseblock1.denselayer2.conv2,"(9, 68, 0, 0)",3
156,features.denseblock1.denselayer2.conv2,"(10, 78, 2, 2)",18
157,features.denseblock1.denselayer2.conv2,"(28, 31, 1, 2)",19
158,features.denseblock1.denselayer2.conv2,"(25, 69, 2, 2)",31
159,features.denseblock1.denselayer2.conv2,"(28, 20, 2, 0)",27
160,features.denseblock1.denselayer2.conv2,"(20, 64, 0, 0)",14
161,features.denseblock1.denselayer2.conv2,"(1, 68, 2, 0)",11
162,features.denseblock1.denselayer2.conv2,"(30, 113, 1, 0)",27
163,features.denseblock1.denselayer2.conv2,"(31, 23, 1, 1)",26
164,features.denseblock1.denselayer2.conv2,"(21, 82, 2, 0)",10
165,features.denseblock1.denselayer2.conv2,"(21, 105, 2, 1)",18
166,features.denseblock1.denselayer2.conv2,"(25, 9, 1, 0)",20
167,features.denseblock1.denselayer2.conv2,"(16, 82, 0, 1)",0
168,features.denseblock1.denselayer2.conv2,"(29, 105, 0, 0)",23
169,features.denseblock1.denselayer2.conv2,"(31, 113, 0, 0)",17
170,features.denseblock1.denselayer2.conv2,"(8, 73, 1, 2)",31
171,features.denseblock1.denselayer2.conv2,"(7, 7, 2, 2)",15
172,features.denseblock1.denselayer2.conv2,"(10, 79, 2, 0)",26
173,features.denseblock1.denselayer2.conv2,"(5, 57, 0, 1)",7
174,features.denseblock1.denselayer2.conv2,"(9, 127, 2, 1)",17
175,features.denseblock1.denselayer2.conv2,"(26, 123, 1, 0)",29
176,features.denseblock1.denselayer2.conv2,"(9, 98, 0, 2)",8
177,features.denseblock1.denselayer2.conv2,"(4, 70, 1, 1)",17
178,features.denseblock1.denselayer2.conv2,"(0, 72, 2, 1)",31
179,features.denseblock1.denselayer2.conv2,"(9, 114, 2, 1)",22
180,features.denseblock1.denselayer2.conv2,"(21, 96, 1, 1)",12
181,features.denseblock1.denselayer2.conv2,"(15, 98, 0, 1)",2
182,features.denseblock1.denselayer2.conv2,"(20, 121, 2, 1)",24
183,features.denseblock1.denselayer2.conv2,"(9, 126, 0, 0)",21
184,features.denseblock1.denselayer2.conv2,"(6, 112, 0, 2)",29
185,features.denseblock1.denselayer2.conv2,"(0, 36, 1, 2)",9
186,features.denseblock1.denselayer2.conv2,"(4, 120, 1, 1)",25
187,features.denseblock1.denselayer2.conv2,"(5, 84, 2, 2)",24
188,features.denseblock1.denselayer2.conv2,"(20, 124, 2, 0)",4
189,features.denseblock1.denselayer2.conv2,"(15, 73, 0, 2)",5
190,features.denseblock1.denselayer2.conv2,"(27, 25, 2, 2)",6
191,features.denseblock1.denselayer2.conv2,"(28, 42, 2, 1)",1
192,features.denseblock1.denselayer2.conv2,"(2, 83, 0, 1)",22
193,features.denseblock1.denselayer2.conv2,"(23, 110, 0, 0)",26
194,features.denseblock1.denselayer2.conv2,"(11, 43, 0, 0)",24
195,features.denseblock1.denselayer2.conv2,"(15, 127, 2, 0)",14
196,features.denseblock1.denselayer2.conv2,"(29, 65, 1, 1)",0
197,features.denseblock1.denselayer2.conv2,"(29, 73, 2, 2)",10
198,features.denseblock1.denselayer2.conv2,"(4, 113, 1, 2)",19
199,features.denseblock1.denselayer2.conv2,"(27, 64, 1, 1)",12
200,features.denseblock1.denselayer2.conv2,"(24, 123, 0, 0)",24
201,features.denseblock1.denselayer2.conv2,"(22, 75, 2, 1)",1
202,features.denseblock1.denselayer2.conv2,"(25, 70, 0, 2)",3
203,features.denseblock1.denselayer2.conv2,"(31, 73, 0, 2)",22
204,features.denseblock1.denselayer2.conv2,"(14, 48, 2, 1)",8
205,features.denseblock1.denselayer2.conv2,"(6, 10, 1, 1)",2
206,features.denseblock1.denselayer2.conv2,"(23, 33, 0, 1)",20
207,features.denseblock1.denselayer2.conv2,"(26, 44, 0, 0)",23
208,features.denseblock1.denselayer2.conv2,"(17, 42, 1, 1)",18
209,features.denseblock1.denselayer2.conv2,"(21, 29, 1, 0)",9
210,features.denseblock1.denselayer2.conv2,"(14, 101, 2, 1)",5
211,features.denseblock1.denselayer2.conv2,"(25, 3, 1, 2)",7
212,features.denseblock1.denselayer2.conv2,"(29, 94, 2, 2)",16
213,features.denseblock1.denselayer2.conv2,"(24, 95, 0, 2)",14
214,features.denseblock1.denselayer2.conv2,"(30, 6, 2, 2)",20
215,features.denseblock1.denselayer2.conv2,"(14, 16, 2, 1)",19
216,features.denseblock1.denselayer2.conv2,"(26, 29, 0, 0)",2
217,features.denseblock1.denselayer2.conv2,"(19, 126, 0, 0)",15
218,features.denseblock1.denselayer2.conv2,"(8, 99, 1, 1)",26
219,features.denseblock1.denselayer2.conv2,"(9, 106, 2, 0)",31
220,features.denseblock1.denselayer2.conv2,"(26, 71, 0, 2)",23
221,features.denseblock1.denselayer2.conv2,"(13, 113, 1, 0)",23
222,features.denseblock1.denselayer2.conv2,"(6, 94, 2, 2)",22
223,features.denseblock1.denselayer2.conv2,"(3, 101, 1, 0)",7
224,features.denseblock1.denselayer2.conv2,"(29, 23, 2, 0)",1
225,features.denseblock1.denselayer2.conv2,"(3, 85, 0, 0)",13
226,features.denseblock1.denselayer2.conv2,"(4, 53, 2, 0)",14
227,features.denseblock1.denselayer2.conv2,"(21, 37, 2, 0)",17
228,features.denseblock1.denselayer2.conv2,"(9, 33, 2, 1)",11
229,features.denseblock1.denselayer2.conv2,"(7, 6, 0, 0)",22
230,features.denseblock1.denselayer2.conv2,"(15, 82, 0, 0)",16
231,features.denseblock1.denselayer2.conv2,"(3, 32, 2, 1)",7
232,features.denseblock1.denselayer3.conv1,"(16, 121, 0, 0)",6
233,features.denseblock1.denselayer3.conv1,"(115, 56, 0, 0)",29
234,features.denseblock1.denselayer3.conv1,"(7, 15, 0, 0)",27
235,features.denseblock1.denselayer3.conv1,"(27, 125, 0, 0)",5
236,features.denseblock1.denselayer3.conv1,"(82, 37, 0, 0)",17
237,features.denseblock1.denselayer3.conv1,"(83, 97, 0, 0)",27
238,features.denseblock1.denselayer3.conv1,"(25, 29, 0, 0)",28
239,features.denseblock1.denselayer3.conv1,"(58, 105, 0, 0)",25
240,features.denseblock1.denselayer3.conv1,"(106, 24, 0, 0)",20
241,features.denseblock1.denselayer3.conv1,"(65, 95, 0, 0)",4
242,features.denseblock1.denselayer3.conv1,"(23, 21, 0, 0)",6
243,features.denseblock1.denselayer3.conv1,"(95, 33, 0, 0)",7
244,features.denseblock1.denselayer3.conv1,"(105, 90, 0, 0)",18
245,features.denseblock1.denselayer3.conv1,"(79, 90, 0, 0)",9
246,features.denseblock1.denselayer3.conv1,"(123, 57, 0, 0)",23
247,features.denseblock1.denselayer3.conv1,"(29, 71, 0, 0)",1
248,features.denseblock1.denselayer3.conv1,"(68, 7, 0, 0)",19
249,features.denseblock1.denselayer3.conv1,"(86, 89, 0, 0)",9
250,features.denseblock1.denselayer3.conv1,"(102, 17, 0, 0)",5
251,features.denseblock1.denselayer3.conv1,"(55, 96, 0, 0)",21
252,features.denseblock1.denselayer3.conv1,"(40, 94, 0, 0)",5
253,features.denseblock1.denselayer3.conv1,"(13, 39, 0, 0)",5
254,features.denseblock1.denselayer3.conv1,"(69, 113, 0, 0)",28
255,features.denseblock1.denselayer3.conv1,"(106, 69, 0, 0)",22
256,features.denseblock1.denselayer3.conv1,"(110, 28, 0, 0)",19
257,features.denseblock1.denselayer3.conv1,"(11, 56, 0, 0)",0
258,features.denseblock1.denselayer3.conv1,"(52, 77, 0, 0)",16
259,features.denseblock1.denselayer3.conv1,"(74, 83, 0, 0)",31
260,features.denseblock1.denselayer3.conv1,"(110, 44, 0, 0)",14
261,features.denseblock1.denselayer3.conv1,"(90, 18, 0, 0)",27
262,features.denseblock1.denselayer3.conv1,"(4, 117, 0, 0)",27
263,features.denseblock1.denselayer3.conv1,"(103, 106, 0, 0)",25
264,features.denseblock1.denselayer3.conv1,"(5, 83, 0, 0)",23
265,features.denseblock1.denselayer3.conv1,"(22, 111, 0, 0)",27
266,features.denseblock1.denselayer3.conv1,"(102, 20, 0, 0)",21
267,features.denseblock1.denselayer3.conv1,"(56, 85, 0, 0)",7
268,features.denseblock1.denselayer3.conv1,"(49, 89, 0, 0)",15
269,features.denseblock1.denselayer3.conv1,"(26, 37, 0, 0)",11
270,features.denseblock1.denselayer3.conv1,"(39, 19, 0, 0)",29
271,features.denseblock1.denselayer3.conv1,"(114, 82, 0, 0)",28
272,features.denseblock1.denselayer3.conv2,"(4, 120, 1, 2)",19
273,features.denseblock1.denselayer3.conv2,"(17, 14, 1, 2)",4
274,features.denseblock1.denselayer3.conv2,"(19, 118, 1, 0)",3
275,features.denseblock1.denselayer3.conv2,"(23, 73, 0, 2)",5
276,features.denseblock1.denselayer3.conv2,"(24, 118, 2, 2)",2
277,features.denseblock1.denselayer3.conv2,"(28, 48, 1, 2)",30
278,features.denseblock1.denselayer3.conv2,"(9, 15, 1, 0)",21
279,features.denseblock1.denselayer3.conv2,"(5, 44, 0, 0)",28
280,features.denseblock1.denselayer3.conv2,"(28, 40, 1, 1)",18
281,features.denseblock1.denselayer3.conv2,"(24, 104, 1, 2)",3
282,features.denseblock1.denselayer3.conv2,"(21, 16, 1, 0)",24
283,features.denseblock1.denselayer3.conv2,"(18, 64, 2, 2)",9
284,features.denseblock1.denselayer3.conv2,"(21, 20, 2, 2)",9
285,features.denseblock1.denselayer3.conv2,"(22, 79, 2, 2)",25
286,features.denseblock1.denselayer3.conv2,"(8, 21, 1, 2)",24
287,features.denseblock1.denselayer3.conv2,"(21, 32, 2, 2)",5
288,features.denseblock1.denselayer3.conv2,"(27, 92, 0, 1)",19
289,features.denseblock1.denselayer3.conv2,"(11, 54, 1, 1)",12
290,features.denseblock1.denselayer3.conv2,"(14, 35, 0, 0)",18
291,features.denseblock1.denselayer3.conv2,"(6, 9, 2, 1)",8
292,features.denseblock1.denselayer3.conv2,"(24, 39, 0, 0)",10
293,features.denseblock1.denselayer3.conv2,"(28, 11, 1, 1)",15
294,features.denseblock1.denselayer3.conv2,"(28, 72, 2, 1)",14
295,features.denseblock1.denselayer3.conv2,"(15, 79, 1, 0)",23
296,features.denseblock1.denselayer3.conv2,"(28, 118, 1, 1)",26
297,features.denseblock1.denselayer3.conv2,"(10, 51, 2, 0)",16
298,features.denseblock1.denselayer3.conv2,"(3, 123, 1, 2)",6
299,features.denseblock1.denselayer3.conv2,"(7, 72, 0, 0)",17
300,features.denseblock1.denselayer3.conv2,"(28, 37, 1, 0)",14
301,features.denseblock1.denselayer3.conv2,"(28, 89, 0, 1)",3
302,features.denseblock1.denselayer3.conv2,"(25, 95, 0, 1)",5
303,features.denseblock1.denselayer3.conv2,"(23, 57, 0, 1)",6
304,features.denseblock1.denselayer3.conv2,"(21, 37, 0, 0)",18
305,features.denseblock1.denselayer3.conv2,"(30, 35, 2, 1)",28
306,features.denseblock1.denselayer3.conv2,"(0, 20, 0, 1)",13
307,features.denseblock1.denselayer3.conv2,"(9, 108, 0, 1)",15
308,features.denseblock1.denselayer3.conv2,"(19, 31, 0, 0)",26
309,features.denseblock1.denselayer3.conv2,"(29, 16, 0, 1)",1
310,features.denseblock1.denselayer3.conv2,"(15, 36, 1, 1)",0
311,features.denseblock1.denselayer3.conv2,"(22, 61, 2, 1)",11
312,features.denseblock1.denselayer3.conv2,"(5, 92, 0, 2)",1
313,features.denseblock1.denselayer3.conv2,"(24, 120, 0, 2)",24
314,features.denseblock1.denselayer3.conv2,"(23, 64, 2, 0)",22
315,features.denseblock1.denselayer3.conv2,"(4, 88, 0, 2)",6
316,features.denseblock1.denselayer3.conv2,"(21, 34, 0, 1)",21
317,features.denseblock1.denselayer3.conv2,"(11, 118, 2, 1)",11
318,features.denseblock1.denselayer3.conv2,"(8, 16, 2, 1)",2
319,features.denseblock1.denselayer3.conv2,"(18, 51, 0, 0)",2
320,features.denseblock1.denselayer3.conv2,"(20, 79, 2, 1)",30
321,features.denseblock1.denselayer3.conv2,"(16, 9, 2, 0)",18
322,features.denseblock1.denselayer3.conv2,"(22, 12, 2, 1)",17
323,features.denseblock1.denselayer3.conv2,"(7, 94, 1, 1)",28
324,features.denseblock1.denselayer3.conv2,"(24, 86, 0, 1)",31
325,features.denseblock1.denselayer3.conv2,"(23, 68, 0, 2)",27
326,features.denseblock1.denselayer3.conv2,"(5, 110, 2, 0)",18
327,features.denseblock1.denselayer3.conv2,"(20, 26, 0, 1)",18
328,features.denseblock1.denselayer3.conv2,"(19, 114, 2, 2)",27
329,features.denseblock1.denselayer3.conv2,"(10, 113, 1, 1)",2
330,features.denseblock1.denselayer3.conv2,"(22, 111, 1, 2)",3
331,features.denseblock1.denselayer3.conv2,"(4, 103, 1, 2)",10
332,features.denseblock1.denselayer3.conv2,"(1, 36, 2, 2)",28
333,features.denseblock1.denselayer3.conv2,"(2, 32, 0, 0)",23
334,features.denseblock1.denselayer3.conv2,"(23, 98, 2, 0)",9
335,features.denseblock1.denselayer3.conv2,"(28, 94, 1, 1)",4
336,features.denseblock1.denselayer3.conv2,"(8, 93, 1, 1)",17
337,features.denseblock1.denselayer3.conv2,"(15, 29, 0, 2)",11
338,features.denseblock1.denselayer3.conv2,"(31, 99, 2, 0)",16
339,features.denseblock1.denselayer3.conv2,"(16, 114, 0, 2)",18
340,features.denseblock1.denselayer3.conv2,"(31, 51, 0, 0)",4
341,features.denseblock1.denselayer3.conv2,"(28, 44, 2, 1)",5
342,features.denseblock1.denselayer3.conv2,"(20, 88, 2, 0)",18
343,features.denseblock1.denselayer3.conv2,"(19, 40, 2, 2)",11
344,features.denseblock1.denselayer3.conv2,"(23, 57, 0, 0)",8
345,features.denseblock1.denselayer3.conv2,"(15, 126, 0, 1)",23
346,features.denseblock1.denselayer3.conv2,"(29, 33, 2, 0)",4
347,features.denseblock1.denselayer3.conv2,"(19, 101, 2, 2)",30
348,features.denseblock1.denselayer3.conv2,"(26, 104, 2, 0)",8
349,features.denseblock1.denselayer3.conv2,"(20, 18, 1, 1)",22
350,features.denseblock1.denselayer3.conv2,"(8, 46, 0, 1)",3
351,features.denseblock1.denselayer3.conv2,"(7, 39, 1, 0)",10
352,features.denseblock1.denselayer3.conv2,"(20, 57, 1, 2)",18
353,features.denseblock1.denselayer3.conv2,"(5, 64, 0, 2)",17
354,features.denseblock1.denselayer3.conv2,"(8, 77, 2, 2)",5
355,features.denseblock1.denselayer3.conv2,"(10, 39, 0, 2)",21
356,features.denseblock1.denselayer3.conv2,"(2, 7, 0, 0)",16
357,features.denseblock1.denselayer3.conv2,"(13, 106, 2, 2)",1
358,features.denseblock1.denselayer3.conv2,"(31, 74, 2, 1)",30
359,features.denseblock1.denselayer3.conv2,"(15, 103, 1, 1)",4
360,features.denseblock1.denselayer3.conv2,"(3, 40, 1, 1)",30
361,features.denseblock1.denselayer4.conv1,"(118, 52, 0, 0)",20
362,features.denseblock1.denselayer4.conv1,"(81, 88, 0, 0)",23
363,features.denseblock1.denselayer4.conv1,"(27, 81, 0, 0)",7
364,features.denseblock1.denselayer4.conv1,"(68, 115, 0, 0)",6
365,features.denseblock1.denselayer4.conv1,"(12, 74, 0, 0)",15
366,features.denseblock1.denselayer4.conv1,"(40, 83, 0, 0)",10
367,features.denseblock1.denselayer4.conv1,"(127, 131, 0, 0)",19
368,features.denseblock1.denselayer4.conv1,"(127, 5, 0, 0)",29
369,features.denseblock1.denselayer4.conv1,"(61, 55, 0, 0)",3
370,features.denseblock1.denselayer4.conv1,"(72, 126, 0, 0)",0
371,features.denseblock1.denselayer4.conv1,"(27, 110, 0, 0)",23
372,features.denseblock1.denselayer4.conv1,"(103, 93, 0, 0)",3
373,features.denseblock1.denselayer4.conv1,"(49, 92, 0, 0)",24
374,features.denseblock1.denselayer4.conv1,"(115, 140, 0, 0)",8
375,features.denseblock1.denselayer4.conv1,"(24, 100, 0, 0)",23
376,features.denseblock1.denselayer4.conv1,"(36, 50, 0, 0)",2
377,features.denseblock1.denselayer4.conv1,"(9, 35, 0, 0)",29
378,features.denseblock1.denselayer4.conv1,"(38, 155, 0, 0)",20
379,features.denseblock1.denselayer4.conv1,"(41, 100, 0, 0)",31
380,features.denseblock1.denselayer4.conv1,"(76, 121, 0, 0)",21
381,features.denseblock1.denselayer4.conv1,"(28, 106, 0, 0)",30
382,features.denseblock1.denselayer4.conv1,"(67, 148, 0, 0)",30
383,features.denseblock1.denselayer4.conv1,"(43, 134, 0, 0)",15
384,features.denseblock1.denselayer4.conv1,"(8, 146, 0, 0)",1
385,features.denseblock1.denselayer4.conv1,"(112, 80, 0, 0)",26
386,features.denseblock1.denselayer4.conv1,"(52, 105, 0, 0)",8
387,features.denseblock1.denselayer4.conv1,"(53, 143, 0, 0)",24
388,features.denseblock1.denselayer4.conv1,"(80, 44, 0, 0)",22
