Injection,Layer,TensorIndex,Bit
195,features.denseblock1.denselayer3.conv2,"(42, 138, 1, 1)",3
196,features.denseblock1.denselayer3.conv2,"(12, 132, 1, 2)",31
197,features.denseblock1.denselayer3.conv2,"(40, 113, 0, 0)",17
198,features.denseblock1.denselayer3.conv2,"(35, 33, 1, 1)",31
199,features.denseblock1.denselayer3.conv2,"(7, 7, 2, 2)",15
200,features.denseblock1.denselayer3.conv2,"(45, 40, 1, 2)",0
201,features.denseblock1.denselayer3.conv2,"(35, 104, 0, 0)",7
202,features.denseblock1.denselayer3.conv2,"(29, 30, 2, 0)",31
203,features.denseblock1.denselayer3.conv2,"(45, 74, 2, 2)",17
204,features.denseblock1.denselayer3.conv2,"(26, 123, 1, 0)",29
205,features.denseblock1.denselayer3.conv2,"(35, 37, 1, 0)",8
206,features.denseblock1.denselayer3.conv2,"(4, 70, 1, 1)",17
207,features.denseblock1.denselayer3.conv2,"(0, 72, 2, 1)",31
208,features.denseblock1.denselayer3.conv2,"(9, 114, 2, 1)",22
209,features.denseblock1.denselayer3.conv2,"(21, 141, 2, 1)",29
210,features.denseblock1.denselayer3.conv2,"(20, 48, 2, 0)",24
211,features.denseblock1.denselayer3.conv2,"(14, 105, 0, 1)",30
212,features.denseblock1.denselayer3.conv2,"(45, 97, 1, 2)",9
213,features.denseblock1.denselayer3.conv2,"(31, 9, 0, 2)",21
214,features.denseblock1.denselayer4.conv1,"(25, 223, 0, 0)",29
215,features.denseblock1.denselayer4.conv1,"(3, 184, 0, 0)",9
216,features.denseblock1.denselayer4.conv1,"(19, 120, 0, 0)",25
217,features.denseblock1.denselayer4.conv1,"(166, 20, 0, 0)",20
218,features.denseblock1.denselayer4.conv1,"(160, 183, 0, 0)",4
219,features.denseblock1.denselayer4.conv1,"(60, 161, 0, 0)",5
220,features.denseblock1.denselayer4.conv1,"(111, 25, 0, 0)",10
221,features.denseblock1.denselayer4.conv1,"(177, 76, 0, 0)",20
222,features.denseblock1.denselayer4.conv1,"(14, 75, 0, 0)",27
223,features.denseblock1.denselayer4.conv1,"(37, 62, 0, 0)",10
224,features.denseblock1.denselayer4.conv1,"(44, 20, 0, 0)",31
225,features.denseblock1.denselayer4.conv1,"(149, 36, 0, 0)",16
226,features.denseblock1.denselayer4.conv1,"(117, 65, 0, 0)",18
227,features.denseblock1.denselayer4.conv1,"(173, 139, 0, 0)",28
228,features.denseblock1.denselayer4.conv1,"(88, 150, 0, 0)",16
229,features.denseblock1.denselayer4.conv1,"(116, 216, 0, 0)",24
230,features.denseblock1.denselayer4.conv1,"(123, 27, 0, 0)",22
231,features.denseblock1.denselayer4.conv1,"(147, 75, 0, 0)",25
232,features.denseblock1.denselayer4.conv1,"(70, 2, 0, 0)",18
233,features.denseblock1.denselayer4.conv1,"(58, 155, 0, 0)",12
234,features.denseblock1.denselayer4.conv1,"(158, 64, 0, 0)",2
235,features.denseblock1.denselayer4.conv1,"(79, 201, 0, 0)",23
236,features.denseblock1.denselayer4.conv1,"(187, 33, 0, 0)",20
237,features.denseblock1.denselayer4.conv1,"(191, 106, 0, 0)",8
238,features.denseblock1.denselayer4.conv1,"(138, 224, 0, 0)",10
239,features.denseblock1.denselayer4.conv1,"(65, 233, 0, 0)",21
240,features.denseblock1.denselayer4.conv1,"(29, 119, 0, 0)",14
241,features.denseblock1.denselayer4.conv1,"(173, 185, 0, 0)",5
242,features.denseblock1.denselayer4.conv1,"(101, 3, 0, 0)",29
243,features.denseblock1.denselayer4.conv2,"(23, 172, 2, 2)",16
244,features.denseblock1.denselayer4.conv2,"(37, 97, 2, 1)",6
245,features.denseblock1.denselayer4.conv2,"(43, 59, 1, 0)",20
246,features.denseblock1.denselayer4.conv2,"(39, 56, 2, 0)",29
247,features.denseblock1.denselayer4.conv2,"(44, 77, 2, 1)",7
248,features.denseblock1.denselayer4.conv2,"(8, 11, 0, 1)",31
249,features.denseblock1.denselayer4.conv2,"(7, 24, 0, 2)",8
250,features.denseblock1.denselayer4.conv2,"(24, 116, 1, 2)",26
251,features.denseblock1.denselayer4.conv2,"(37, 190, 2, 0)",26
252,features.denseblock1.denselayer4.conv2,"(41, 25, 1, 2)",26
253,features.denseblock1.denselayer4.conv2,"(17, 8, 2, 1)",13
254,features.denseblock1.denselayer4.conv2,"(28, 113, 0, 1)",6
255,features.denseblock1.denselayer4.conv2,"(43, 94, 2, 2)",22
256,features.denseblock1.denselayer4.conv2,"(3, 101, 1, 0)",7
257,features.denseblock1.denselayer4.conv2,"(29, 23, 2, 0)",1
258,features.denseblock1.denselayer4.conv2,"(3, 85, 0, 0)",13
259,features.denseblock1.denselayer4.conv2,"(4, 141, 0, 2)",13
260,features.denseblock1.denselayer4.conv2,"(14, 84, 0, 2)",0
261,features.denseblock1.denselayer4.conv2,"(17, 37, 0, 2)",16
262,features.denseblock1.denselayer4.conv2,"(11, 28, 2, 0)",8
263,features.denseblock1.denselayer4.conv2,"(0, 91, 0, 2)",20
264,features.denseblock1.denselayer4.conv2,"(1, 44, 1, 0)",8
265,features.denseblock1.denselayer4.conv2,"(47, 107, 2, 0)",4
266,features.denseblock1.denselayer4.conv2,"(30, 114, 1, 2)",6
267,features.denseblock1.denselayer4.conv2,"(28, 128, 0, 2)",2
268,features.denseblock1.denselayer4.conv2,"(46, 168, 2, 1)",29
269,features.denseblock1.denselayer4.conv2,"(41, 7, 0, 1)",25
270,features.denseblock1.denselayer4.conv2,"(27, 175, 0, 1)",28
271,features.denseblock1.denselayer4.conv2,"(4, 20, 1, 2)",9
272,features.denseblock1.denselayer4.conv2,"(4, 32, 1, 2)",20
273,features.denseblock1.denselayer4.conv2,"(24, 152, 2, 1)",29
274,features.denseblock1.denselayer4.conv2,"(32, 154, 1, 0)",7
275,features.denseblock1.denselayer4.conv2,"(41, 166, 2, 2)",13
276,features.denseblock1.denselayer4.conv2,"(27, 115, 0, 1)",21
277,features.denseblock1.denselayer4.conv2,"(29, 102, 1, 2)",6
278,features.denseblock1.denselayer4.conv2,"(20, 109, 1, 2)",16
279,features.denseblock1.denselayer4.conv2,"(23, 39, 2, 1)",4
280,features.denseblock1.denselayer4.conv2,"(5, 21, 0, 1)",6
281,features.denseblock1.denselayer4.conv2,"(47, 189, 1, 0)",3
282,features.denseblock1.denselayer4.conv2,"(37, 143, 2, 1)",7
283,features.denseblock1.denselayer4.conv2,"(26, 90, 2, 1)",3
284,features.denseblock1.denselayer4.conv2,"(18, 153, 1, 1)",6
285,features.denseblock1.denselayer4.conv2,"(36, 129, 0, 0)",30
286,features.denseblock1.denselayer4.conv2,"(14, 27, 1, 2)",23
287,features.denseblock1.denselayer4.conv2,"(7, 71, 2, 0)",27
288,features.denseblock1.denselayer4.conv2,"(35, 159, 2, 2)",1
289,features.denseblock1.denselayer4.conv2,"(38, 168, 2, 1)",1
290,features.denseblock1.denselayer4.conv2,"(11, 69, 2, 1)",21
291,features.denseblock1.denselayer4.conv2,"(22, 1, 0, 0)",25
292,features.denseblock1.denselayer4.conv2,"(4, 36, 2, 2)",1
293,features.denseblock1.denselayer4.conv2,"(5, 191, 2, 0)",24
294,features.denseblock1.denselayer4.conv2,"(26, 116, 1, 0)",23
295,features.denseblock1.denselayer4.conv2,"(19, 184, 1, 2)",5
296,features.denseblock1.denselayer5.conv1,"(13, 79, 0, 0)",5
297,features.denseblock1.denselayer5.conv1,"(69, 226, 0, 0)",28
298,features.denseblock1.denselayer5.conv1,"(106, 139, 0, 0)",22
299,features.denseblock1.denselayer5.conv1,"(110, 56, 0, 0)",19
300,features.denseblock1.denselayer5.conv1,"(11, 112, 0, 0)",0
301,features.denseblock1.denselayer5.conv1,"(52, 154, 0, 0)",16
302,features.denseblock1.denselayer5.conv1,"(74, 167, 0, 0)",31
303,features.denseblock1.denselayer5.conv1,"(191, 220, 0, 0)",24
304,features.denseblock1.denselayer5.conv1,"(136, 117, 0, 0)",25
305,features.denseblock1.denselayer5.conv1,"(189, 21, 0, 0)",29
306,features.denseblock1.denselayer5.conv1,"(19, 160, 0, 0)",26
307,features.denseblock1.denselayer5.conv1,"(74, 58, 0, 0)",20
308,features.denseblock1.denselayer5.conv1,"(43, 235, 0, 0)",27
309,features.denseblock1.denselayer5.conv1,"(27, 124, 0, 0)",5
310,features.denseblock1.denselayer5.conv1,"(101, 158, 0, 0)",21
311,features.denseblock1.denselayer5.conv1,"(43, 39, 0, 0)",22
312,features.denseblock1.denselayer5.conv1,"(89, 75, 0, 0)",9
313,features.denseblock1.denselayer5.conv1,"(65, 101, 0, 0)",4
314,features.denseblock1.denselayer5.conv1,"(45, 252, 0, 0)",20
315,features.denseblock1.denselayer5.conv1,"(160, 161, 0, 0)",4
316,features.denseblock1.denselayer5.conv1,"(120, 226, 0, 0)",3
317,features.denseblock1.denselayer5.conv1,"(90, 259, 0, 0)",29
318,features.denseblock1.denselayer5.conv1,"(115, 19, 0, 0)",18
319,features.denseblock1.denselayer5.conv1,"(19, 46, 0, 0)",2
320,features.denseblock1.denselayer5.conv1,"(115, 96, 0, 0)",9
321,features.denseblock1.denselayer5.conv1,"(15, 230, 0, 0)",5
322,features.denseblock1.denselayer5.conv1,"(129, 88, 0, 0)",28
323,features.denseblock1.denselayer5.conv1,"(112, 268, 0, 0)",23
324,features.denseblock1.denselayer5.conv1,"(72, 198, 0, 0)",3
325,features.denseblock1.denselayer5.conv1,"(161, 171, 0, 0)",6
326,features.denseblock1.denselayer5.conv1,"(142, 197, 0, 0)",9
327,features.denseblock1.denselayer5.conv1,"(85, 41, 0, 0)",19
328,features.denseblock1.denselayer5.conv1,"(167, 200, 0, 0)",19
329,features.denseblock1.denselayer5.conv1,"(143, 192, 0, 0)",5
330,features.denseblock1.denselayer5.conv1,"(165, 216, 0, 0)",23
331,features.denseblock1.denselayer5.conv2,"(19, 46, 0, 1)",31
332,features.denseblock1.denselayer5.conv2,"(12, 57, 0, 0)",4
333,features.denseblock1.denselayer5.conv2,"(18, 25, 2, 2)",2
334,features.denseblock1.denselayer5.conv2,"(42, 86, 2, 0)",24
335,features.denseblock1.denselayer5.conv2,"(9, 41, 0, 2)",10
336,features.denseblock1.denselayer5.conv2,"(46, 112, 0, 1)",23
337,features.denseblock1.denselayer5.conv2,"(43, 184, 0, 1)",18
338,features.denseblock1.denselayer5.conv2,"(47, 114, 0, 2)",15
339,features.denseblock1.denselayer5.conv2,"(19, 120, 0, 1)",28
340,features.denseblock1.denselayer5.conv2,"(29, 72, 1, 2)",26
341,features.denseblock1.denselayer5.conv2,"(10, 51, 2, 0)",16
342,features.denseblock1.denselayer5.conv2,"(3, 164, 1, 1)",6
343,features.denseblock1.denselayer5.conv2,"(45, 132, 0, 1)",5
344,features.denseblock1.denselayer5.conv2,"(10, 69, 1, 2)",9
345,features.denseblock1.denselayer5.conv2,"(27, 23, 0, 1)",22
346,features.denseblock1.denselayer5.conv2,"(1, 106, 0, 1)",23
347,features.denseblock1.denselayer5.conv2,"(15, 98, 0, 1)",14
348,features.denseblock1.denselayer5.conv2,"(1, 81, 0, 2)",21
349,features.denseblock1.denselayer5.conv2,"(9, 35, 0, 1)",30
350,features.denseblock1.denselayer5.conv2,"(44, 35, 2, 1)",28
351,features.denseblock1.denselayer5.conv2,"(39, 1, 0, 0)",16
352,features.denseblock1.denselayer5.conv2,"(13, 38, 2, 2)",27
353,features.denseblock1.denselayer5.conv2,"(7, 73, 0, 1)",7
354,features.denseblock1.denselayer5.conv2,"(3, 61, 1, 2)",29
355,features.denseblock1.denselayer5.conv2,"(4, 28, 1, 2)",1
356,features.denseblock1.denselayer5.conv2,"(40, 131, 2, 0)",9
357,features.denseblock1.denselayer5.conv2,"(18, 109, 0, 2)",22
358,features.denseblock1.denselayer5.conv2,"(15, 146, 1, 0)",5
359,features.denseblock1.denselayer5.conv2,"(33, 92, 0, 2)",1
360,features.denseblock1.denselayer5.conv2,"(24, 120, 0, 2)",24
361,features.denseblock1.denselayer5.conv2,"(23, 64, 2, 0)",22
362,features.denseblock1.denselayer5.conv2,"(4, 88, 0, 2)",6
363,features.denseblock1.denselayer5.conv2,"(37, 188, 1, 0)",2
364,features.denseblock1.denselayer5.conv2,"(22, 139, 1, 2)",11
365,features.denseblock1.denselayer5.conv2,"(43, 118, 2, 1)",11
366,features.denseblock1.denselayer5.conv2,"(8, 16, 2, 1)",2
367,features.denseblock1.denselayer5.conv2,"(18, 51, 0, 0)",2
368,features.denseblock1.denselayer5.conv2,"(20, 79, 2, 1)",30
369,features.denseblock1.denselayer5.conv2,"(16, 9, 2, 0)",18
370,features.denseblock1.denselayer5.conv2,"(22, 12, 2, 1)",17
371,features.denseblock1.denselayer5.conv2,"(7, 94, 1, 1)",28
372,features.denseblock1.denselayer5.conv2,"(24, 86, 0, 1)",31
373,features.denseblock1.denselayer5.conv2,"(23, 132, 1, 0)",27
374,features.denseblock1.denselayer5.conv2,"(5, 110, 2, 0)",18
375,features.denseblock1.denselayer5.conv2,"(20, 26, 0, 1)",18
376,features.denseblock1.denselayer5.conv2,"(19, 114, 2, 2)",27
377,features.denseblock1.denselayer5.conv2,"(10, 176, 1, 1)",28
378,features.denseblock1.denselayer5.conv2,"(2, 186, 1, 2)",27
379,features.denseblock1.denselayer5.conv2,"(17, 163, 0, 0)",25
380,features.denseblock1.denselayer5.conv2,"(23, 131, 2, 2)",10
381,features.denseblock1.denselayer5.conv2,"(1, 36, 2, 2)",28
382,features.denseblock1.denselayer5.conv2,"(2, 32, 0, 0)",23
383,features.denseblock1.denselayer5.conv2,"(23, 98, 2, 0)",9
384,features.denseblock1.denselayer6.conv1,"(173, 230, 0, 0)",28
385,features.denseblock1.denselayer6.conv1,"(19, 293, 0, 0)",25
386,features.denseblock1.denselayer6.conv1,"(80, 332, 0, 0)",7
387,features.denseblock1.denselayer6.conv1,"(6, 95, 0, 0)",7
