Injection,Layer,TensorIndex,Bit
58,layer1.0.conv1,"(7, 8, 1, 0)",19
59,layer1.0.conv1,"(14, 10, 0, 0)",29
60,layer1.0.conv1,"(3, 2, 2, 0)",16
61,layer1.0.conv1,"(4, 11, 0, 0)",23
62,layer1.0.conv1,"(9, 5, 1, 2)",19
63,layer1.0.conv1,"(0, 9, 2, 0)",8
64,layer1.0.conv1,"(8, 3, 0, 2)",9
65,layer1.0.conv1,"(8, 9, 2, 0)",21
66,layer1.0.conv1,"(6, 8, 2, 1)",16
67,layer1.0.conv1,"(1, 2, 2, 1)",17
68,layer1.0.conv1,"(1, 0, 1, 0)",16
69,layer1.0.conv1,"(5, 14, 2, 2)",27
70,layer1.0.conv1,"(0, 3, 0, 2)",9
71,layer1.0.conv1,"(1, 11, 2, 2)",9
72,layer1.0.conv1,"(13, 4, 0, 1)",23
73,layer1.0.conv1,"(1, 11, 0, 2)",15
74,layer1.0.conv1,"(3, 11, 2, 1)",9
75,layer1.0.conv1,"(7, 5, 0, 1)",1
76,layer1.0.conv1,"(5, 10, 1, 2)",15
77,layer1.0.conv1,"(8, 5, 2, 0)",24
78,layer1.0.conv1,"(1, 15, 0, 0)",29
79,layer1.0.conv1,"(11, 9, 0, 0)",1
80,layer1.0.conv1,"(6, 12, 1, 1)",4
81,layer1.0.conv1,"(8, 11, 2, 2)",25
82,layer1.0.conv1,"(10, 0, 0, 1)",11
83,layer1.0.conv1,"(8, 1, 0, 2)",27
84,layer1.0.conv1,"(11, 10, 1, 2)",7
85,layer1.0.conv1,"(12, 6, 1, 0)",27
86,layer1.0.conv1,"(0, 6, 1, 1)",4
87,layer1.0.conv1,"(10, 10, 2, 0)",19
88,layer1.0.conv1,"(9, 13, 1, 1)",18
89,layer1.0.conv1,"(4, 6, 1, 2)",24
90,layer1.0.conv1,"(5, 9, 1, 2)",0
91,layer1.0.conv1,"(9, 9, 0, 1)",20
92,layer1.0.conv1,"(14, 14, 1, 2)",13
93,layer1.0.conv1,"(15, 5, 2, 0)",18
94,layer1.0.conv1,"(10, 2, 0, 2)",19
95,layer1.0.conv1,"(7, 6, 0, 0)",2
96,layer1.0.conv1,"(7, 15, 2, 0)",29
97,layer1.0.conv1,"(13, 6, 2, 2)",24
98,layer1.0.conv1,"(15, 12, 0, 0)",0
99,layer1.0.conv1,"(3, 13, 0, 0)",29
100,layer1.0.conv1,"(1, 7, 0, 1)",8
101,layer1.0.conv1,"(14, 10, 1, 2)",27
102,layer1.0.conv1,"(14, 5, 2, 1)",28
103,layer1.0.conv1,"(8, 7, 2, 1)",31
104,layer1.0.conv1,"(7, 8, 1, 0)",18
105,layer1.0.conv1,"(7, 8, 1, 1)",5
106,layer1.0.conv1,"(4, 4, 0, 1)",9
107,layer1.0.conv1,"(6, 2, 1, 1)",21
108,layer1.0.conv1,"(14, 13, 0, 0)",26
109,layer1.0.conv1,"(12, 0, 2, 1)",30
110,layer1.0.conv1,"(0, 11, 1, 1)",26
111,layer1.0.conv1,"(7, 15, 0, 1)",27
112,layer1.0.conv1,"(15, 0, 1, 1)",25
113,layer1.0.conv1,"(5, 14, 0, 2)",1
114,layer1.0.conv1,"(12, 0, 0, 2)",27
115,layer1.0.conv1,"(4, 14, 0, 0)",16
116,layer1.0.conv1,"(12, 10, 0, 1)",20
117,layer1.0.conv1,"(10, 12, 1, 1)",16
118,layer1.0.conv1,"(2, 15, 0, 2)",3
119,layer1.0.conv1,"(11, 7, 2, 0)",2
120,layer1.0.conv1,"(0, 7, 0, 0)",9
121,layer1.0.conv1,"(7, 4, 1, 2)",7
122,layer1.0.conv1,"(6, 14, 2, 1)",23
123,layer1.0.conv1,"(5, 3, 0, 1)",6
124,layer1.0.conv1,"(0, 9, 2, 2)",24
125,layer1.0.conv1,"(12, 6, 0, 2)",15
126,layer1.0.conv1,"(3, 9, 2, 2)",7
127,layer1.0.conv1,"(1, 11, 2, 1)",23
128,layer1.0.conv1,"(2, 10, 0, 1)",31
129,layer1.0.conv1,"(3, 13, 1, 2)",29
130,layer1.0.conv1,"(4, 13, 0, 2)",17
131,layer1.0.conv1,"(15, 14, 1, 2)",17
132,layer1.0.conv1,"(10, 7, 0, 1)",28
133,layer1.0.conv1,"(7, 14, 2, 2)",24
134,layer1.0.conv1,"(10, 0, 1, 1)",11
135,layer1.0.conv1,"(15, 6, 1, 1)",21
136,layer1.0.conv1,"(8, 8, 2, 0)",12
137,layer1.0.conv1,"(2, 7, 2, 1)",31
138,layer1.0.conv1,"(7, 15, 2, 2)",31
139,layer1.0.conv1,"(14, 0, 0, 1)",14
140,layer1.0.conv1,"(12, 7, 1, 2)",23
141,layer1.0.conv1,"(15, 11, 1, 2)",21
142,layer1.0.conv1,"(11, 14, 1, 1)",16
143,layer1.0.conv1,"(7, 3, 2, 0)",20
144,layer1.0.conv1,"(3, 5, 0, 0)",30
145,layer1.0.conv1,"(8, 9, 0, 0)",18
146,layer1.0.conv1,"(7, 11, 0, 1)",0
147,layer1.0.conv1,"(4, 8, 0, 0)",18
148,layer1.0.conv1,"(4, 15, 0, 0)",18
149,layer1.0.conv1,"(15, 15, 1, 1)",11
150,layer1.0.conv1,"(1, 8, 1, 0)",4
151,layer1.0.conv1,"(12, 15, 0, 2)",3
152,layer1.0.conv1,"(4, 4, 2, 1)",5
153,layer1.0.conv1,"(7, 3, 2, 1)",14
154,layer1.0.conv1,"(12, 14, 1, 1)",27
155,layer1.0.conv1,"(9, 1, 2, 2)",6
156,layer1.0.conv1,"(6, 6, 1, 2)",5
157,layer1.0.conv1,"(5, 7, 0, 2)",4
158,layer1.0.conv1,"(5, 0, 1, 1)",30
159,layer1.0.conv1,"(9, 1, 0, 1)",18
160,layer1.0.conv1,"(14, 2, 2, 0)",16
161,layer1.0.conv1,"(6, 13, 0, 2)",14
162,layer1.0.conv1,"(4, 8, 0, 0)",3
163,layer1.0.conv1,"(5, 9, 2, 2)",18
164,layer1.0.conv1,"(14, 3, 1, 2)",19
165,layer1.0.conv1,"(12, 8, 2, 2)",31
166,layer1.0.conv1,"(14, 2, 2, 0)",27
167,layer1.0.conv1,"(10, 8, 0, 0)",14
168,layer1.0.conv1,"(0, 8, 2, 0)",11
169,layer1.0.conv2,"(15, 14, 1, 0)",27
170,layer1.0.conv2,"(15, 2, 1, 1)",26
171,layer1.0.conv2,"(10, 10, 2, 0)",10
172,layer1.0.conv2,"(10, 13, 2, 1)",18
173,layer1.0.conv2,"(12, 1, 1, 0)",20
174,layer1.0.conv2,"(8, 10, 0, 1)",0
175,layer1.0.conv2,"(14, 13, 0, 0)",23
176,layer1.0.conv2,"(15, 14, 0, 0)",17
177,layer1.0.conv2,"(4, 9, 1, 2)",31
178,layer1.0.conv2,"(3, 0, 2, 2)",15
179,layer1.0.conv2,"(5, 9, 2, 0)",26
180,layer1.0.conv2,"(2, 7, 0, 1)",7
181,layer1.0.conv2,"(4, 15, 2, 1)",17
182,layer1.0.conv2,"(13, 15, 1, 0)",29
183,layer1.0.conv2,"(4, 12, 0, 2)",8
184,layer1.0.conv2,"(2, 8, 1, 1)",17
185,layer1.0.conv2,"(0, 9, 2, 1)",31
186,layer1.0.conv2,"(4, 14, 2, 1)",22
187,layer1.0.conv2,"(10, 12, 1, 1)",12
188,layer1.0.conv2,"(7, 12, 0, 1)",2
189,layer1.0.conv2,"(10, 15, 2, 1)",24
190,layer1.0.conv2,"(4, 15, 0, 0)",21
191,layer1.0.conv2,"(3, 14, 0, 2)",29
192,layer1.0.conv2,"(0, 4, 1, 2)",9
193,layer1.0.conv2,"(2, 15, 1, 1)",25
194,layer1.0.conv2,"(2, 10, 2, 2)",24
195,layer1.0.conv2,"(10, 15, 2, 0)",4
196,layer1.0.conv2,"(7, 9, 0, 2)",5
197,layer1.0.conv2,"(13, 3, 2, 2)",6
198,layer1.0.conv2,"(14, 5, 2, 1)",1
199,layer1.0.conv2,"(1, 10, 0, 1)",22
200,layer1.0.conv2,"(11, 13, 0, 0)",26
201,layer1.0.conv2,"(5, 5, 0, 0)",24
202,layer1.0.conv2,"(7, 15, 2, 0)",14
203,layer1.0.conv2,"(14, 8, 1, 1)",0
204,layer1.0.conv2,"(14, 9, 2, 2)",10
205,layer1.0.conv2,"(2, 14, 1, 2)",19
206,layer1.0.conv2,"(13, 8, 1, 1)",12
207,layer1.0.conv2,"(12, 15, 0, 0)",24
208,layer1.0.conv2,"(11, 9, 2, 1)",1
209,layer1.0.conv2,"(12, 8, 0, 2)",3
210,layer1.0.conv2,"(15, 9, 0, 2)",22
211,layer1.0.conv2,"(7, 6, 2, 1)",8
212,layer1.0.conv2,"(3, 1, 1, 1)",2
213,layer1.0.conv2,"(11, 4, 0, 1)",20
214,layer1.0.conv2,"(13, 5, 0, 0)",23
215,layer1.0.conv2,"(8, 5, 1, 1)",18
216,layer1.0.conv2,"(10, 3, 1, 0)",9
217,layer1.0.conv2,"(7, 12, 2, 1)",5
218,layer1.0.conv2,"(12, 0, 1, 2)",7
219,layer1.0.conv2,"(14, 11, 2, 2)",16
220,layer1.0.conv2,"(12, 11, 0, 2)",14
221,layer1.0.conv2,"(15, 0, 2, 2)",20
222,layer1.0.conv2,"(7, 2, 2, 1)",19
223,layer1.0.conv2,"(13, 3, 0, 0)",2
224,layer1.0.conv2,"(9, 15, 0, 0)",15
225,layer1.0.conv2,"(4, 12, 1, 1)",26
226,layer1.0.conv2,"(4, 13, 2, 0)",31
227,layer1.0.conv2,"(13, 8, 0, 2)",23
228,layer1.0.conv2,"(6, 14, 1, 0)",23
229,layer1.0.conv2,"(3, 11, 2, 2)",22
230,layer1.0.conv2,"(1, 12, 1, 0)",7
231,layer1.0.conv2,"(14, 2, 2, 0)",1
232,layer1.0.conv2,"(1, 10, 0, 0)",13
233,layer1.0.conv2,"(2, 6, 2, 0)",14
234,layer1.0.conv2,"(10, 4, 2, 0)",17
235,layer1.0.conv2,"(4, 4, 2, 1)",11
236,layer1.0.conv2,"(3, 0, 0, 0)",22
237,layer1.0.conv2,"(7, 10, 0, 0)",16
238,layer1.0.conv2,"(1, 4, 2, 1)",7
239,layer1.0.conv2,"(2, 15, 1, 1)",6
240,layer1.0.conv2,"(14, 7, 2, 0)",19
241,layer1.0.conv2,"(14, 0, 0, 1)",25
242,layer1.0.conv2,"(13, 3, 1, 2)",28
243,layer1.0.conv2,"(2, 2, 1, 2)",9
244,layer1.0.conv2,"(2, 4, 1, 2)",20
245,layer1.0.conv2,"(12, 9, 1, 2)",27
246,layer1.0.conv2,"(3, 3, 2, 2)",13
247,layer1.0.conv2,"(13, 14, 0, 1)",21
248,layer1.0.conv2,"(14, 12, 1, 2)",6
249,layer1.0.conv2,"(10, 13, 1, 2)",16
250,layer1.0.conv2,"(11, 4, 2, 1)",4
251,layer1.0.conv2,"(2, 2, 0, 1)",6
252,layer1.0.conv2,"(11, 4, 2, 0)",21
253,layer1.0.conv2,"(3, 13, 1, 2)",27
254,layer1.0.conv2,"(1, 9, 2, 1)",22
255,layer1.0.conv2,"(3, 6, 0, 2)",30
256,layer1.0.conv2,"(7, 3, 1, 2)",23
257,layer1.0.conv2,"(3, 8, 2, 0)",27
258,layer1.0.conv2,"(0, 8, 0, 0)",17
259,layer1.0.conv2,"(9, 10, 1, 0)",11
260,layer1.0.conv2,"(4, 12, 0, 0)",1
261,layer1.0.conv2,"(2, 6, 1, 1)",29
262,layer1.0.conv2,"(10, 5, 1, 1)",20
263,layer1.0.conv2,"(2, 1, 0, 0)",3
264,layer1.0.conv2,"(2, 8, 1, 2)",27
265,layer1.0.conv2,"(15, 14, 1, 1)",13
266,layer1.0.conv2,"(3, 11, 1, 0)",18
267,layer1.0.conv2,"(15, 9, 0, 0)",25
268,layer1.0.conv2,"(1, 0, 0, 1)",13
269,layer1.0.conv2,"(4, 8, 1, 1)",7
270,layer1.0.conv2,"(0, 15, 2, 1)",11
271,layer1.0.conv2,"(4, 12, 2, 2)",14
272,layer1.0.conv2,"(11, 2, 1, 2)",2
273,layer1.0.conv2,"(13, 0, 1, 0)",20
274,layer1.0.conv2,"(13, 12, 2, 2)",26
275,layer1.0.conv2,"(9, 3, 1, 0)",20
276,layer1.0.conv2,"(5, 14, 2, 1)",5
277,layer1.0.conv2,"(13, 3, 0, 1)",25
278,layer1.0.conv2,"(2, 12, 1, 2)",21
279,layer1.0.conv2,"(7, 10, 0, 0)",7
280,layer1.0.conv2,"(6, 11, 1, 2)",9
281,layer1.0.conv2,"(7, 3, 0, 1)",12
282,layer1.0.conv2,"(5, 4, 2, 0)",11
283,layer1.0.conv2,"(15, 14, 2, 2)",28
284,layer1.0.conv2,"(10, 10, 0, 1)",4
285,layer1.0.conv2,"(15, 14, 2, 1)",17
286,layer1.0.conv2,"(1, 11, 2, 0)",19
287,layer1.0.conv2,"(14, 14, 0, 0)",23
288,layer1.0.conv2,"(9, 2, 2, 0)",24
289,layer1.0.conv2,"(14, 1, 1, 2)",12
290,layer1.0.conv2,"(10, 15, 2, 0)",3
291,layer1.0.conv2,"(14, 3, 1, 2)",5
292,layer1.0.conv2,"(5, 1, 0, 2)",28
293,layer1.0.conv2,"(14, 5, 1, 1)",18
294,layer1.0.conv2,"(12, 13, 1, 2)",3
295,layer1.0.conv2,"(10, 2, 1, 0)",24
296,layer1.0.conv2,"(9, 8, 2, 2)",9
297,layer1.0.conv2,"(10, 2, 2, 2)",9
298,layer1.0.conv2,"(11, 9, 2, 2)",25
299,layer1.0.conv2,"(4, 2, 1, 2)",24
300,layer1.0.conv2,"(10, 4, 2, 2)",5
301,layer1.0.conv2,"(13, 11, 0, 1)",19
302,layer1.0.conv2,"(5, 6, 1, 1)",12
303,layer1.0.conv2,"(7, 4, 0, 0)",18
304,layer1.0.conv2,"(3, 1, 2, 1)",8
305,layer1.0.conv2,"(12, 4, 0, 0)",10
306,layer1.0.conv2,"(14, 1, 1, 1)",15
307,layer1.0.conv2,"(14, 9, 2, 1)",14
308,layer1.0.conv2,"(7, 9, 1, 0)",23
309,layer1.0.conv2,"(14, 14, 1, 1)",26
310,layer1.0.conv2,"(5, 6, 2, 0)",16
311,layer1.1.conv1,"(1, 15, 1, 2)",6
312,layer1.1.conv1,"(3, 9, 0, 0)",17
313,layer1.1.conv1,"(14, 4, 1, 0)",14
314,layer1.1.conv1,"(14, 11, 0, 1)",3
315,layer1.1.conv1,"(12, 11, 0, 1)",5
316,layer1.1.conv1,"(11, 7, 0, 1)",6
317,layer1.1.conv1,"(10, 4, 0, 0)",18
318,layer1.1.conv1,"(15, 4, 2, 1)",28
319,layer1.1.conv1,"(0, 2, 0, 1)",13
320,layer1.1.conv1,"(4, 13, 0, 1)",15
321,layer1.1.conv1,"(9, 3, 0, 0)",26
322,layer1.1.conv1,"(14, 2, 0, 1)",1
323,layer1.1.conv1,"(7, 4, 1, 1)",0
324,layer1.1.conv1,"(11, 7, 2, 1)",11
325,layer1.1.conv1,"(2, 11, 0, 2)",1
326,layer1.1.conv1,"(12, 15, 0, 2)",24
327,layer1.1.conv1,"(11, 8, 2, 0)",22
328,layer1.1.conv1,"(2, 11, 0, 2)",6
329,layer1.1.conv1,"(10, 4, 0, 1)",21
330,layer1.1.conv1,"(5, 14, 2, 1)",11
331,layer1.1.conv1,"(4, 2, 2, 1)",2
332,layer1.1.conv1,"(9, 6, 0, 0)",2
333,layer1.1.conv1,"(10, 9, 2, 1)",30
334,layer1.1.conv1,"(8, 1, 2, 0)",18
335,layer1.1.conv1,"(11, 1, 2, 1)",17
336,layer1.1.conv1,"(3, 11, 1, 1)",28
337,layer1.1.conv1,"(12, 10, 0, 1)",31
338,layer1.1.conv1,"(11, 8, 0, 2)",27
339,layer1.1.conv1,"(2, 13, 2, 0)",18
340,layer1.1.conv1,"(10, 3, 0, 1)",18
341,layer1.1.conv1,"(9, 14, 2, 2)",27
342,layer1.1.conv1,"(5, 14, 1, 1)",2
343,layer1.1.conv1,"(11, 13, 1, 2)",3
344,layer1.1.conv1,"(2, 12, 1, 2)",10
345,layer1.1.conv1,"(0, 4, 2, 2)",28
346,layer1.1.conv1,"(1, 4, 0, 0)",23
347,layer1.1.conv1,"(11, 12, 2, 0)",9
348,layer1.1.conv1,"(14, 11, 1, 1)",4
349,layer1.1.conv1,"(4, 11, 1, 1)",17
350,layer1.1.conv1,"(7, 3, 0, 2)",11
351,layer1.1.conv1,"(15, 12, 2, 0)",16
352,layer1.1.conv1,"(8, 14, 0, 2)",18
353,layer1.1.conv1,"(15, 6, 0, 0)",4
354,layer1.1.conv1,"(14, 5, 2, 1)",5
355,layer1.1.conv1,"(10, 11, 2, 0)",18
356,layer1.1.conv1,"(9, 5, 2, 2)",11
357,layer1.1.conv1,"(11, 7, 0, 0)",8
358,layer1.1.conv1,"(7, 15, 0, 1)",23
359,layer1.1.conv1,"(14, 4, 2, 0)",4
360,layer1.1.conv1,"(9, 12, 2, 2)",30
361,layer1.1.conv1,"(13, 13, 2, 0)",8
362,layer1.1.conv1,"(10, 2, 1, 1)",22
363,layer1.1.conv1,"(4, 5, 0, 1)",3
364,layer1.1.conv1,"(3, 4, 1, 0)",10
365,layer1.1.conv1,"(10, 7, 1, 2)",18
366,layer1.1.conv1,"(2, 8, 0, 2)",17
367,layer1.1.conv1,"(4, 9, 2, 2)",5
368,layer1.1.conv1,"(5, 4, 0, 2)",21
369,layer1.1.conv1,"(1, 0, 0, 0)",16
370,layer1.1.conv1,"(6, 13, 2, 2)",1
371,layer1.1.conv1,"(15, 9, 2, 1)",30
372,layer1.1.conv1,"(7, 12, 1, 1)",4
373,layer1.1.conv1,"(1, 5, 1, 1)",30
374,layer1.1.conv1,"(14, 6, 1, 2)",9
375,layer1.1.conv1,"(10, 10, 2, 1)",25
376,layer1.1.conv1,"(4, 11, 2, 2)",6
377,layer1.1.conv1,"(10, 7, 1, 0)",17
378,layer1.1.conv1,"(14, 7, 0, 0)",3
379,layer1.1.conv1,"(9, 12, 2, 1)",15
380,layer1.1.conv1,"(5, 10, 2, 2)",20
381,layer1.1.conv1,"(6, 5, 1, 2)",29
382,layer1.1.conv1,"(15, 9, 1, 0)",5
383,layer1.1.conv1,"(12, 14, 0, 0)",22
384,layer1.1.conv1,"(1, 1, 1, 1)",30
385,layer1.1.conv1,"(9, 0, 0, 1)",8
386,layer1.1.conv1,"(8, 11, 1, 1)",2
387,layer1.1.conv1,"(12, 1, 2, 2)",12
388,layer1.1.conv1,"(11, 9, 0, 1)",28
389,layer1.1.conv1,"(8, 3, 0, 0)",25
390,layer1.1.conv1,"(11, 10, 2, 1)",9
391,layer1.1.conv1,"(6, 12, 2, 0)",2
392,layer1.1.conv1,"(1, 4, 2, 1)",30
393,layer1.1.conv1,"(14, 4, 2, 2)",8
394,layer1.1.conv1,"(10, 10, 0, 1)",19
395,layer1.1.conv1,"(10, 15, 2, 2)",19
396,layer1.1.conv1,"(15, 0, 1, 1)",7
397,layer1.1.conv1,"(13, 9, 2, 2)",1
398,layer1.1.conv1,"(15, 8, 2, 2)",14
399,layer1.1.conv1,"(1, 15, 0, 2)",24
400,layer1.1.conv1,"(4, 7, 0, 2)",7
401,layer1.1.conv1,"(6, 0, 1, 1)",26
402,layer1.1.conv1,"(4, 13, 2, 0)",26
403,layer1.1.conv1,"(15, 1, 2, 0)",13
404,layer1.1.conv1,"(10, 15, 2, 1)",20
405,layer1.1.conv1,"(5, 14, 2, 1)",22
406,layer1.1.conv1,"(8, 15, 0, 0)",17
407,layer1.1.conv1,"(9, 7, 1, 1)",13
408,layer1.1.conv1,"(15, 10, 1, 1)",17
409,layer1.1.conv1,"(9, 3, 2, 2)",24
410,layer1.1.conv1,"(12, 11, 0, 1)",2
411,layer1.1.conv1,"(9, 2, 1, 1)",16
412,layer1.1.conv1,"(15, 6, 0, 2)",17
413,layer1.1.conv1,"(8, 4, 0, 2)",15
414,layer1.1.conv1,"(7, 1, 2, 2)",14
415,layer1.1.conv1,"(7, 1, 0, 1)",21
416,layer1.1.conv1,"(15, 3, 2, 0)",0
417,layer1.1.conv1,"(5, 13, 2, 1)",30
418,layer1.1.conv1,"(6, 9, 1, 1)",3
419,layer1.1.conv1,"(2, 7, 2, 2)",2
420,layer1.1.conv1,"(5, 13, 0, 0)",25
421,layer1.1.conv1,"(15, 5, 2, 1)",2
422,layer1.1.conv1,"(0, 9, 2, 2)",6
423,layer1.1.conv1,"(10, 9, 1, 2)",31
424,layer1.1.conv1,"(4, 14, 1, 0)",7
425,layer1.1.conv1,"(10, 5, 2, 1)",16
426,layer1.1.conv1,"(5, 0, 2, 1)",18
427,layer1.1.conv1,"(6, 5, 2, 2)",25
428,layer1.1.conv1,"(13, 10, 0, 1)",6
429,layer1.1.conv1,"(5, 4, 1, 1)",15
430,layer1.1.conv1,"(0, 8, 1, 0)",28
431,layer1.1.conv1,"(8, 10, 1, 2)",0
432,layer1.1.conv1,"(8, 11, 2, 0)",3
433,layer1.1.conv1,"(3, 14, 1, 0)",25
434,layer1.1.conv1,"(9, 3, 2, 1)",23
435,layer1.1.conv1,"(7, 7, 0, 1)",9
436,layer1.1.conv1,"(14, 11, 1, 2)",30
437,layer1.1.conv1,"(6, 7, 2, 2)",5
438,layer1.1.conv1,"(14, 11, 0, 2)",7
439,layer1.1.conv1,"(1, 6, 2, 2)",9
440,layer1.1.conv1,"(5, 10, 2, 1)",7
441,layer1.1.conv1,"(6, 15, 0, 2)",28
442,layer1.1.conv1,"(1, 14, 0, 2)",26
443,layer1.1.conv1,"(14, 1, 2, 1)",19
444,layer1.1.conv1,"(0, 12, 1, 0)",13
445,layer1.1.conv1,"(2, 1, 1, 1)",4
446,layer1.1.conv1,"(1, 2, 1, 0)",18
447,layer1.1.conv1,"(13, 5, 0, 2)",26
448,layer1.1.conv1,"(11, 12, 1, 1)",24
449,layer1.1.conv1,"(2, 4, 2, 1)",7
450,layer1.1.conv1,"(5, 12, 2, 0)",14
451,layer1.1.conv1,"(0, 0, 1, 1)",27
452,layer1.1.conv1,"(12, 7, 0, 1)",22
453,layer1.1.conv2,"(4, 8, 0, 2)",7
454,layer1.1.conv2,"(1, 13, 2, 0)",15
455,layer1.1.conv2,"(6, 2, 0, 2)",2
456,layer1.1.conv2,"(14, 1, 0, 2)",2
457,layer1.1.conv2,"(12, 14, 0, 2)",13
458,layer1.1.conv2,"(1, 4, 2, 1)",14
459,layer1.1.conv2,"(10, 10, 0, 1)",9
460,layer1.1.conv2,"(7, 13, 1, 1)",3
461,layer1.1.conv2,"(5, 13, 2, 1)",3
462,layer1.1.conv2,"(11, 12, 2, 1)",26
463,layer1.1.conv2,"(13, 4, 1, 1)",11
464,layer1.1.conv2,"(15, 7, 0, 1)",9
465,layer1.1.conv2,"(14, 1, 2, 1)",26
466,layer1.1.conv2,"(4, 12, 0, 1)",13
467,layer1.1.conv2,"(10, 2, 1, 1)",5
468,layer1.1.conv2,"(6, 1, 1, 1)",2
469,layer1.1.conv2,"(2, 6, 2, 2)",13
470,layer1.1.conv2,"(15, 6, 1, 1)",0
471,layer1.1.conv2,"(6, 6, 2, 0)",30
472,layer1.1.conv2,"(7, 6, 1, 0)",20
473,layer1.1.conv2,"(9, 12, 1, 2)",22
474,layer1.1.conv2,"(9, 8, 1, 2)",31
475,layer1.1.conv2,"(14, 3, 2, 1)",20
476,layer1.1.conv2,"(6, 11, 1, 1)",2
477,layer1.1.conv2,"(7, 4, 0, 1)",26
478,layer1.1.conv2,"(9, 4, 0, 1)",14
479,layer1.1.conv2,"(12, 7, 1, 2)",21
480,layer1.1.conv2,"(8, 15, 2, 2)",31
481,layer1.1.conv2,"(14, 5, 2, 1)",10
482,layer1.1.conv2,"(4, 15, 0, 2)",3
483,layer1.1.conv2,"(1, 2, 2, 0)",0
484,layer1.1.conv2,"(13, 4, 2, 0)",4
485,layer1.1.conv2,"(4, 0, 0, 2)",29
486,layer1.1.conv2,"(11, 1, 2, 2)",30
487,layer1.1.conv2,"(15, 0, 0, 2)",26
488,layer1.1.conv2,"(0, 0, 2, 2)",17
489,layer1.1.conv2,"(9, 0, 2, 2)",27
490,layer1.1.conv2,"(5, 3, 0, 2)",9
491,layer1.1.conv2,"(7, 6, 2, 2)",16
492,layer1.1.conv2,"(11, 8, 1, 0)",23
493,layer1.1.conv2,"(12, 14, 2, 0)",14
494,layer1.1.conv2,"(9, 2, 2, 2)",2
495,layer1.1.conv2,"(2, 12, 1, 1)",30
496,layer1.1.conv2,"(1, 0, 2, 0)",5
497,layer1.1.conv2,"(15, 13, 2, 1)",6
498,layer1.1.conv2,"(1, 7, 0, 2)",30
499,layer1.1.conv2,"(8, 1, 0, 2)",17
500,layer1.1.conv2,"(1, 5, 1, 0)",13
501,layer1.1.conv2,"(4, 12, 0, 1)",10
502,layer1.1.conv2,"(7, 12, 2, 2)",21
503,layer1.1.conv2,"(12, 4, 2, 2)",5
